,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2014-08-09,129393,9,729,830,204,250,131415
2014-08-10,118482,8,701,1085,180,206,120662
2014-08-11,72612,9,2247,696,167,130,75861
2014-08-12,66042,9,2051,755,194,135,69186
2014-08-13,63403,10,2123,607,163,143,66449
2014-08-14,86864,9,1490,720,141,133,89357
2014-08-15,94064,8,3000569,797,368,123,3095929
2014-08-16,129561,10,783,813,289,229,131685
2014-08-17,132039,9,824,1200,382,201,134655
2014-08-18,82823,10,2354,693,326,105,86311
2014-08-19,66973,10,2005,709,232,107,70036
2014-08-20,66202,11,1672,773,181,132,68971
2014-08-21,69288,12,2200,707,226,125,72558
2014-08-22,85272,9,1689,716,478,115,88279
2014-08-23,125908,9,724,1004,267,223,128135
2014-08-24,104629,9,693,1301,232,171,107035
2014-08-25,64309,9,2851,706,160,113,68148
2014-08-26,58481,10,3059,622,117,115,62404
2014-08-27,61364,11,2058,714,138,118,64403
2014-08-28,66532,12,2284,791,137,128,69884
2014-08-29,84229,9,1902,747,225,115,87227
2014-08-30,109320,8,796,1164,186,232,111706
2014-08-31,101169,9,676,1269,226,151,103500
2014-09-01,68226,12,2443,711,18,79,71489
2014-09-02,48025,11,2591,569,43,99,51338
2014-09-03,45647,14,2312,670,80,102,48825
2014-09-04,51592,11,2296,680,73,89,54741
2014-09-05,57118,10,1722,725,100,91,59766
2014-09-06,64464,9,706,1113,85,181,66558
2014-09-07,75661,9,691,1171,117,131,77780
2014-09-08,44219,9,2653,701,84,75,47741
2014-09-09,38192,10,2204,681,97,86,41270
2014-09-10,46448,10,2310,631,70,99,49568
2014-09-11,45669,10,2255,670,40,89,48733
2014-09-12,53524,8,1782,748,87,83,56232
2014-09-13,57157,8,855,1141,58,183,59402
2014-09-14,55564,7,865,1089,60,126,57711
2014-09-15,33659,12,2824,582,45,74,37196
2014-09-16,31207,9,2312,583,33,78,34222
2014-09-17,32852,9,2171,739,54,94,35919
2014-09-18,35090,10,2383,688,92,88,38351
2014-09-19,43614,10,1893,767,75,79,46438
2014-09-20,50302,9,942,935,36,176,52400
2014-09-21,53876,8,737,1117,53,123,55914
2014-09-22,30478,9,2738,669,30,68,33992
2014-09-23,26550,9,2201,581,31,83,29455
2014-09-24,34294,9,2431,690,51,84,37559
2014-09-25,32482,10,2139,701,43,75,35450
2014-09-26,37766,9,1922,863,57,68,40685
2014-09-27,46494,8,1054,992,47,173,48768
2014-09-28,56853,8,731,989,116,125,58822
2014-09-29,31767,7,2647,579,43,89,35132
2014-09-30,29113,9,2692,574,60,71,32519
2014-10-01,29179,10,2419,654,30,68,32360
2014-10-02,33872,7,2177,671,41,63,36831
2014-10-03,42424,11,1739,812,40,58,45084
2014-10-04,37657,9,964,869,42,126,39667
2014-10-05,55234,6,736,940,56,105,57077
2014-10-06,30786,8,3041,516,25,63,34439
2014-10-07,27259,9,2197,538,27,53,30083
2014-10-08,27341,7,1580,631,29,56,29644
2014-10-09,25322,11,2155,567,47,55,28157
2014-10-10,32721,8,1786,665,52,51,35283
2014-10-11,36844,8,866,819,50,96,38683
2014-10-12,47992,7,803,794,29,88,49713
2014-10-13,26771,8,2576,444,26,58,29883
2014-10-14,25226,9,2109,509,26,50,27929
2014-10-15,25671,10,2721,590,13,51,29056
2014-10-16,26619,8,2481,506,25,55,29694
2014-10-17,30438,8,1882,535,27,45,32935
2014-10-18,34192,7,884,765,25,76,35949
2014-10-19,45994,7,621,842,32,84,47580
2014-10-20,27414,8,2368,442,15,55,30302
2014-10-21,22795,8,2513,431,19,44,25810
2014-10-22,22447,8,2294,516,11,45,25321
2014-10-23,23214,9,1757,546,20,53,25599
2014-10-24,30065,9,1597,486,22,52,32231
2014-10-25,33341,8,813,713,24,74,34973
2014-10-26,37403,8,682,808,26,46,38973
2014-10-27,26624,10,2678,432,19,27,29790
2014-10-28,24527,7,2326,433,17,27,27337
2014-10-29,26216,11,2262,423,19,31,28962
2014-10-30,34326,11,2313,525,24,31,37230
2014-10-31,36895,7,1160,458,20,31,38571
2014-11-01,34341,9,359,423,11,31,35174
2014-11-02,51609,9,797,563,23,41,53042
2014-11-03,28159,10,2709,374,27,27,31306
2014-11-04,22658,6,2382,386,10,24,25466
2014-11-05,22676,9,2604,400,5,20,25714
2014-11-06,22637,9,2094,424,8,22,25194
2014-11-07,26441,8,1900,441,9,20,28819
2014-11-08,27160,8,820,508,14,14,28524
2014-11-09,32926,7,648,588,13,20,34202
2014-11-10,22226,9,2634,307,9,22,25207
2014-11-11,23656,8,2475,361,8,23,26531
2014-11-12,20971,10,2283,356,6,18,23644
2014-11-13,21840,10,2207,389,12,17,24475
2014-11-14,28759,10,1905,429,14,20,31137
2014-11-15,31755,7,847,538,9,19,33175
2014-11-16,31247,6,680,530,8,23,32494
2014-11-17,22490,10,2746,275,14,22,25557
2014-11-18,20251,10,2522,330,10,21,23144
2014-11-19,21399,10,2284,337,9,17,24056
2014-11-20,22525,9,2188,400,17,19,25158
2014-11-21,28881,9,1770,372,17,20,31069
2014-11-22,26052,6,870,442,12,20,27402
2014-11-23,34163,6,831,479,18,26,35523
2014-11-24,22818,10,3004,278,10,19,26139
2014-11-25,21718,11,2548,315,7,20,24619
2014-11-26,20319,7,2304,366,9,23,23028
2014-11-27,20994,8,2424,375,11,20,23832
2014-11-28,25601,10,2033,431,17,21,28113
2014-11-29,24471,9,906,452,7,15,25860
2014-11-30,27568,8,707,458,6,17,28764
2014-12-01,21659,7,2616,269,3,18,24572
2014-12-02,19665,11,2434,286,9,17,22422
2014-12-03,20423,10,2253,286,10,19,23001
2014-12-04,21027,7,2182,349,7,19,23591
2014-12-05,25452,8,1629,364,12,20,27485
2014-12-06,24154,10,931,429,13,13,25550
2014-12-07,24318,7,557,372,8,21,25283
2014-12-08,26833,10,2485,297,19,23,29667
2014-12-09,20530,10,2457,320,5,6,23328
2014-12-10,20192,11,2432,319,13,5,22972
2014-12-11,21924,12,2539,389,21,18,24903
2014-12-12,25446,9,2117,427,11,25,28035
2014-12-13,26774,9,933,452,7,16,28191
2014-12-14,23932,13,730,476,8,25,25184
2014-12-15,20285,18,3027,263,8,21,23622
2014-12-16,22391,18,2519,366,8,21,25323
2014-12-17,23822,17,2719,400,16,21,26995
2014-12-18,26966,15,2349,469,17,22,29838
2014-12-19,36438,16,1869,427,8,20,38778
2014-12-20,50664,15,984,623,14,22,52322
2014-12-21,38976,13,688,636,5,23,40341
2014-12-22,30763,18,2123,292,9,23,33228
2014-12-23,37556,18,1710,365,12,19,39680
2014-12-24,41808,15,694,422,8,16,42963
2014-12-25,27246,10,164,406,2,10,27838
2014-12-26,26392,11,373,325,6,14,27121
2014-12-27,30309,13,546,423,3,19,31313
2014-12-28,24071,11,294,418,4,20,24818
2014-12-29,25687,18,1029,394,3,18,27149
2014-12-30,28694,16,835,573,7,21,30146
2014-12-31,20312,16,392,450,4,17,21191
2015-01-01,17113,10,144,283,5,13,17568
2015-01-02,29960,15,645,526,7,24,31177
2015-01-03,37557,12,383,624,12,19,38607
2015-01-04,40700,10,409,722,1,25,41867
2015-01-05,33051,15,1053,357,10,20,34506
2015-01-06,31301,17,1215,430,5,24,32992
2015-01-07,22654,17,2586,313,7,20,25597
2015-01-08,24533,13,3816,382,11,19,28774
2015-01-09,25741,17,3993,370,8,22,30151
2015-01-10,34444,9,2323,469,8,18,37271
2015-01-11,32199,13,1198,516,2,20,33948
2015-01-12,20737,14,4630,293,10,21,25705
2015-01-13,25814,17,3938,278,6,21,30074
2015-01-14,20307,18,4144,328,7,18,24822
2015-01-15,20510,18,4234,472,10,21,25265
2015-01-16,25143,20,4586,329,10,19,30107
2015-01-17,27155,13,2630,362,4,16,30180
2015-01-18,24425,12,1569,477,4,21,26508
2015-01-19,19637,18,4540,314,12,20,24541
2015-01-20,19544,20,4875,298,8,19,24764
2015-01-21,19790,17,4650,308,5,21,24791
2015-01-22,21134,17,4804,326,8,20,26309
2015-01-23,22880,17,4251,328,7,19,27502
2015-01-24,22543,14,2629,413,10,17,25626
2015-01-25,23947,13,1550,401,5,22,25938
2015-01-26,19519,17,4531,252,8,21,24348
2015-01-27,18192,15,4702,294,6,17,23226
2015-01-28,19813,20,4776,336,13,21,24979
2015-01-29,19421,16,5014,319,11,20,24801
2015-01-30,21492,17,4447,350,3,32,26341
2015-01-31,20980,11,2623,398,7,15,24034
2015-02-01,22159,14,1581,378,6,19,24157
2015-02-02,20560,15,4496,220,5,21,25317
2015-02-03,18959,15,4520,282,10,23,23809
2015-02-04,17137,16,4489,329,6,19,21996
2015-02-05,16825,19,3560,361,1,21,20787
2015-02-06,15219,16,1537,321,6,21,17120
2015-02-07,17728,11,2639,343,6,15,20742
2015-02-08,20583,11,2213,366,7,22,23202
2015-02-09,18049,16,4719,249,6,19,23058
2015-02-10,17958,16,10889,260,14,21,29158
2015-02-11,19083,18,5676,297,11,18,25103
2015-02-12,21219,19,4325,345,18,21,25947
2015-02-13,26978,15,4438,367,11,27,31836
2015-02-14,26985,13,3088,412,15,17,30530
2015-02-15,29870,12,1896,504,8,21,32311
2015-02-16,22676,18,4573,284,4,27,27582
2015-02-17,23055,17,4614,296,9,28,28019
2015-02-18,21429,19,4408,290,10,17,26173
2015-02-19,22995,18,5072,321,5,21,28432
2015-02-20,26938,18,4463,347,13,28,31807
2015-02-21,25894,13,2623,426,11,17,28984
2015-02-22,28869,11,1738,420,0,22,31060
2015-02-23,21918,16,4778,269,2,21,27004
2015-02-24,19565,15,5139,292,5,20,25036
2015-02-25,20232,16,4916,318,6,19,25507
2015-02-26,21559,17,5057,359,12,22,27026
2015-02-27,27347,18,4824,341,8,22,32560
2015-02-28,27307,11,3095,424,10,17,30864
2015-03-01,31068,11,1484,505,5,27,33100
2015-03-02,25002,16,5107,293,5,20,30443
2015-03-03,20517,17,5705,333,3,24,26599
2015-03-04,20863,13,5344,348,14,22,26604
2015-03-05,20174,19,4799,370,1,22,25385
2015-03-06,28854,18,4787,435,2,25,34121
2015-03-07,25429,12,2733,446,11,14,28645
2015-03-08,30591,12,1752,653,9,28,33045
2015-03-09,21967,17,4767,360,11,22,27144
2015-03-10,20524,20,5291,365,10,24,26234
2015-03-11,21419,16,5387,357,13,20,27212
2015-03-12,23292,18,5563,388,6,24,29291
2015-03-13,26091,24,5027,357,16,29,31544
2015-03-14,36536,12,2718,490,11,17,39784
2015-03-15,32802,10,1583,545,9,26,34975
2015-03-16,22573,19,5210,307,10,19,28138
2015-03-17,20856,16,5200,334,10,22,26438
2015-03-18,27993,17,5326,360,9,24,33729
2015-03-19,24655,16,5744,466,15,28,30924
2015-03-20,28199,17,4917,422,10,24,33589
2015-03-21,28896,12,2867,515,8,16,32314
2015-03-22,33153,11,1582,564,7,31,35348
2015-03-23,22858,17,5342,312,17,22,28568
2015-03-24,22611,15,6019,359,7,25,29036
2015-03-25,20682,15,5495,446,5,20,26663
2015-03-26,31895,20,5680,456,16,28,38095
2015-03-27,30328,17,4946,416,15,24,35746
2015-03-28,35948,11,3209,544,11,32,39755
2015-03-29,37628,11,1468,639,16,48,39810
2015-03-30,33904,17,4933,351,10,35,39250
2015-03-31,26261,17,5718,389,18,34,32437
2015-04-01,30751,18,5150,495,17,36,36467
2015-04-02,36257,17,5347,547,25,64,42257
2015-04-03,57164,18,4266,669,27,43,62187
2015-04-04,34461,12,2169,518,21,54,37235
2015-04-05,35006,11,818,422,7,43,36307
2015-04-06,64718,13,1104,601,15,42,66493
2015-04-07,54762,14,6308,492,19,46,61641
2015-04-08,28603,16,5510,474,27,39,34669
2015-04-09,27567,16,5661,449,29,45,33767
2015-04-10,36796,14,5160,551,24,45,42590
2015-04-11,43129,13,2797,621,19,66,46645
2015-04-12,43622,11,1097,669,17,64,45480
2015-04-13,32929,15,4949,446,17,42,38398
2015-04-14,24539,18,5164,439,18,49,30227
2015-04-15,24308,16,5297,466,26,50,30163
2015-04-16,26455,17,5399,523,29,46,32469
2015-04-17,35425,15,5304,541,22,34,41341
2015-04-18,33833,14,3188,619,15,88,37757
2015-04-19,57303,12,1754,688,21,60,59838
2015-04-20,25623,18,5797,444,20,42,31944
2015-04-21,23932,19,6154,431,19,67,30622
2015-04-22,24671,13,5997,540,35,52,31308
2015-04-23,25767,15,5570,539,22,51,31964
2015-04-24,33919,13,5873,581,20,40,40446
2015-04-25,39242,13,3608,696,35,86,43680
2015-04-26,40066,15,1839,698,30,63,42711
2015-04-27,36937,14,3959,505,17,40,41472
2015-04-28,28667,18,5978,490,21,51,35225
2015-04-29,33656,17,6112,602,23,53,40463
2015-04-30,48077,18,5062,757,34,68,54016
2015-05-01,46323,13,1807,880,32,57,49112
2015-05-02,54031,14,1618,795,53,109,56620
2015-05-03,88417,13,1383,991,83,100,90987
2015-05-04,38607,18,5994,607,79,63,45368
2015-05-05,27541,15,5453,499,24,58,33590
2015-05-06,27944,17,5538,526,29,64,34118
2015-05-07,29023,17,5616,621,36,60,35373
2015-05-08,34692,16,5375,652,44,68,40847
2015-05-09,39794,13,3007,781,37,115,43747
2015-05-10,47698,14,2044,839,39,98,50732
2015-05-11,29303,14,5689,515,32,67,35620
2015-05-12,27315,18,5594,519,25,68,33539
2015-05-13,39049,15,5529,471,40,72,45176
2015-05-14,35540,17,5017,707,53,90,41424
2015-05-15,35696,16,5457,577,28,56,41830
2015-05-16,39108,10,3259,751,47,113,43288
2015-05-17,62369,10,1851,698,43,108,65079
2015-05-18,30469,16,5125,529,41,64,36244
2015-05-19,26334,14,5882,507,25,53,32815
2015-05-20,28134,15,5733,540,38,71,34531
2015-05-21,29351,18,5052,565,34,82,35102
2015-05-22,38866,18,5779,790,19,59,45531
2015-05-23,38067,10,2970,805,22,144,42018
2015-05-24,40894,13,1476,816,30,92,43321
2015-05-25,59032,12,4378,666,42,72,64202
2015-05-26,31112,16,6145,553,38,78,37942
2015-05-27,27505,12,5868,576,33,76,34070
2015-05-28,30089,20,5404,586,47,88,36234
2015-05-29,37683,16,5156,615,50,76,43596
2015-05-30,42938,10,2832,889,51,157,46877
2015-05-31,55006,8,1682,857,62,129,57744
2015-06-01,36407,18,5436,504,138,92,42595
2015-06-02,43134,13,5425,580,336,92,49580
2015-06-03,38499,14,4862,640,58,89,44162
2015-06-04,39285,17,3371,662,68,104,43507
2015-06-05,45344,16,5158,619,89,80,51306
2015-06-06,55086,8,3392,741,116,224,59567
2015-06-07,85872,13,1619,930,113,164,88711
2015-06-08,40582,16,5905,526,54,90,47173
2015-06-09,30582,15,5574,497,51,93,36812
2015-06-10,33478,12,5531,647,52,94,39814
2015-06-11,30958,18,4965,1166,49,101,37257
2015-06-12,40639,14,5175,705,78,93,46704
2015-06-13,47386,13,3376,870,74,186,51905
2015-06-14,63620,8,2111,906,60,141,66846
2015-06-15,37567,14,5166,591,50,91,43479
2015-06-16,31723,12,5514,555,51,92,37947
2015-06-17,34508,13,5447,600,25,92,40685
2015-06-18,35267,15,5221,594,62,106,41265
2015-06-19,40829,9,5115,699,67,88,46807
2015-06-20,51412,7,3710,915,60,194,56298
2015-06-21,64219,12,2047,987,114,124,67503
2015-06-22,38798,15,4086,600,60,99,43658
2015-06-23,34810,18,5439,584,37,89,40977
2015-06-24,40928,17,5834,605,49,113,47546
2015-06-25,41922,16,3780,713,107,106,46644
2015-06-26,48437,17,5858,736,94,86,55228
2015-06-27,65363,11,3186,1182,96,215,70053
2015-06-28,84602,11,2344,1001,169,143,88270
2015-06-29,49852,17,5841,579,93,88,56470
2015-06-30,42334,17,5889,546,65,130,48981
2015-07-01,40029,16,5321,829,65,128,46388
2015-07-02,42535,20,5416,717,101,144,48933
2015-07-03,53590,15,5346,805,105,106,59967
2015-07-04,68217,13,2982,910,115,218,72455
2015-07-05,84297,13,1697,1134,248,170,87559
2015-07-06,51399,17,5665,647,110,122,57960
2015-07-07,42743,17,5936,675,88,131,49590
2015-07-08,44746,19,5797,648,83,121,51414
2015-07-09,48158,18,5395,666,71,135,54443
2015-07-10,62650,18,5257,734,100,129,68888
2015-07-11,89037,14,3165,946,145,240,93547
2015-07-12,99173,14,1761,984,244,217,102393
2015-07-13,57168,16,4728,614,101,132,62759
2015-07-14,49121,20,5646,726,97,132,55742
2015-07-15,56303,16,6066,696,94,147,63322
2015-07-16,65569,17,5617,737,120,145,72205
2015-07-17,71815,18,4889,793,145,87,77747
2015-07-18,100522,15,2420,945,209,230,104341
2015-07-19,110290,15,1669,1118,215,165,113472
2015-07-20,67173,17,5207,581,111,131,73220
2015-07-21,53674,19,5310,619,98,129,59849
2015-07-22,56013,19,5519,785,123,165,62624
2015-07-23,63225,18,5436,718,169,87,69653
2015-07-24,82336,12,4970,665,183,106,88272
2015-07-25,117257,11,2756,964,246,230,121464
2015-07-26,101262,15,1879,963,113,222,104454
2015-07-27,68792,19,5675,622,120,120,75348
2015-07-28,55431,17,5933,597,104,121,62203
2015-07-29,61184,16,5437,720,145,98,67600
2015-07-30,78218,18,5403,774,115,164,84692
2015-07-31,102931,18,4885,911,121,146,109012
2015-08-01,137751,13,2686,994,197,251,141892
2015-08-02,119869,16,1834,1127,177,164,123187
2015-08-03,74224,17,5394,645,93,132,80505
2015-08-04,63612,20,5387,700,113,138,69970
2015-08-05,72563,18,4424,707,95,144,77951
2015-08-06,77705,22,4902,845,129,147,83750
2015-08-07,100411,18,5064,882,199,127,106701
2015-08-08,135805,13,3389,989,207,262,140665
2015-08-09,118709,14,1499,1130,183,184,121719
2015-08-10,87029,17,4802,726,156,131,92861
2015-08-11,66244,18,5007,785,141,131,72326
2015-08-12,69343,20,5282,753,160,153,75711
2015-08-13,78352,21,4717,675,287,140,84192
2015-08-14,107339,20,4454,772,414,129,113128
2015-08-15,128962,16,1740,1098,439,245,132500
2015-08-16,128005,14,1371,2009,130,160,131689
2015-08-17,83985,18,5326,782,143,119,90373
2015-08-18,63429,17,5031,688,309,121,69595
2015-08-19,68107,18,5140,722,103,120,74210
2015-08-20,75125,18,4973,835,227,132,81310
2015-08-21,95923,18,4192,721,290,135,101279
2015-08-22,114846,16,2198,984,420,218,118682
2015-08-23,122099,13,1281,1297,509,197,125396
2015-08-24,79870,19,5497,827,93,120,86426
2015-08-25,59272,18,5491,669,116,124,65690
2015-08-26,59576,17,5141,763,181,122,65800
2015-08-27,66384,20,5283,801,165,137,72790
2015-08-28,89006,18,5072,883,225,111,95315
2015-08-29,113754,16,2407,1095,249,240,117761
2015-08-30,108827,15,1776,1130,258,189,112195
2015-08-31,69214,19,5385,702,140,112,75572
2015-09-01,50365,19,5702,753,106,109,57054
2015-09-02,49680,17,5992,595,136,113,56533
2015-09-03,51500,18,5081,728,115,111,57553
2015-09-04,66828,16,5438,756,93,96,73227
2015-09-05,78865,15,2922,1040,35,186,83063
2015-09-06,73042,16,1836,934,69,143,76040
2015-09-07,45109,18,5210,676,65,84,51162
2015-09-08,42458,18,5485,644,59,102,48766
2015-09-09,45422,19,5958,697,67,110,52273
2015-09-10,49576,18,5532,666,62,106,55960
2015-09-11,59182,16,5156,733,106,78,65271
2015-09-12,68644,14,3445,1081,87,205,73476
2015-09-13,82317,14,1489,1115,127,133,85195
2015-09-14,43503,18,5699,630,19,83,49952
2015-09-15,35632,18,6089,648,34,94,42515
2015-09-16,35191,18,6088,679,40,98,42114
2015-09-17,41092,18,6030,629,71,101,47941
2015-09-18,46647,2,4965,738,87,87,52526
2015-09-19,57125,3,2644,1048,85,187,61092
2015-09-20,63904,2,1639,974,55,117,66691
2015-09-21,37251,2,6054,613,37,75,44032
2015-09-22,32244,4,4032,583,48,95,37006
2015-09-23,36903,3,4702,631,31,86,42356
2015-09-24,34303,1,3742,688,38,91,38863
2015-09-25,37480,5,4253,712,86,77,42613
2015-09-26,43354,1,2888,919,56,167,47385
2015-09-27,57797,2,1427,934,48,109,60317
2015-09-28,32325,2,4641,624,36,123,37751
2015-09-29,27570,3,5563,652,15,87,33890
2015-09-30,29156,1,5934,673,33,75,35872
2015-10-01,30904,2,5656,604,41,76,37283
2015-10-02,34963,3,5194,615,47,66,40888
2015-10-03,42848,3,3406,799,41,144,47241
2015-10-04,43791,7,1267,909,33,91,46098
2015-10-05,31423,12,4514,582,26,61,36618
2015-10-06,25370,12,5512,548,24,60,31526
2015-10-07,28176,12,5787,592,22,59,34648
2015-10-08,31323,11,4400,644,50,59,36487
2015-10-09,33954,11,5610,722,43,54,40394
2015-10-10,35032,7,3153,805,33,104,39134
2015-10-11,39288,7,1680,816,16,67,41874
2015-10-12,28020,11,5536,524,39,63,34193
2015-10-13,25407,12,4521,472,20,59,30491
2015-10-14,24431,12,5747,484,19,55,30748
2015-10-15,26310,14,5666,578,30,62,32660
2015-10-16,32984,13,4818,596,17,46,38474
2015-10-17,34240,3,3394,765,40,102,38544
2015-10-18,39589,3,1417,818,34,68,41929
2015-10-19,26115,4,5640,487,18,54,32318
2015-10-20,23636,3,5611,434,24,48,29756
2015-10-21,23660,3,4935,559,24,54,29235
2015-10-22,27942,3,6216,606,22,63,34852
2015-10-23,36347,2,4760,559,27,50,41745
2015-10-24,37668,2,3598,682,30,102,42082
2015-10-25,42537,3,1738,653,18,44,44993
2015-10-26,38696,4,5137,526,18,39,44420
2015-10-27,27744,3,5858,388,19,34,34046
2015-10-28,26867,5,6059,453,16,30,33430
2015-10-29,29027,6,5446,434,22,34,34969
2015-10-30,35502,7,5676,492,13,35,41725
2015-10-31,39982,6,2866,528,16,46,43444
2015-11-01,44828,8,2026,489,3,43,47397
2015-11-02,31317,11,5087,341,11,33,36800
2015-11-03,26379,11,6179,500,16,33,33118
2015-11-04,25074,12,6293,395,13,29,31816
2015-11-05,25614,11,5963,496,22,25,32131
2015-11-06,30721,9,5586,463,12,22,36813
2015-11-07,31804,8,3802,544,13,28,36199
2015-11-08,43956,10,2267,534,14,38,46819
2015-11-09,26149,12,5595,322,13,31,32122
2015-11-10,23452,12,5564,397,14,29,29468
2015-11-11,24987,12,5545,2175,10,23,32752
2015-11-12,25237,10,5990,425,10,26,31698
2015-11-13,29119,7,4753,395,11,26,34311
2015-11-14,29916,10,3092,562,8,22,33610
2015-11-15,36628,9,1822,565,7,27,39058
2015-11-16,23947,11,5325,310,13,23,29629
2015-11-17,29574,14,5465,331,9,25,35418
2015-11-18,23060,12,6044,430,22,24,29592
2015-11-19,24834,11,5921,378,14,24,31182
2015-11-20,29463,10,5616,364,5,18,35476
2015-11-21,25449,7,3547,457,5,15,29480
2015-11-22,30388,7,1706,505,10,24,32640
2015-11-23,24356,11,5106,310,11,21,29815
2015-11-24,21051,12,6116,288,8,21,27496
2015-11-25,23486,11,5363,328,15,21,29224
2015-11-26,22093,10,5127,396,7,24,27657
2015-11-27,27098,12,5354,424,11,18,32917
2015-11-28,25572,7,3210,375,9,10,29183
2015-11-29,30235,8,1871,462,8,25,32609
2015-11-30,25226,12,5660,333,8,29,31268
2015-12-01,22138,12,6467,312,7,26,28962
2015-12-02,22453,12,6431,344,11,22,29273
2015-12-03,22766,12,5645,366,6,21,28816
2015-12-04,28862,10,6133,429,8,22,35464
2015-12-05,27059,7,3437,508,12,21,31044
2015-12-06,29868,8,1841,481,17,24,32239
2015-12-07,22284,10,5139,294,7,20,27754
2015-12-08,25735,12,5236,374,9,23,31389
2015-12-09,22665,12,5367,373,10,28,28455
2015-12-10,24162,11,5386,394,8,24,29985
2015-12-11,27015,11,5525,359,8,22,32940
2015-12-12,26852,6,3457,491,13,15,30834
2015-12-13,32479,7,2069,444,6,25,35030
2015-12-14,23234,15,5939,265,5,21,29479
2015-12-15,22481,14,5889,308,5,21,28718
2015-12-16,24109,14,5183,396,8,23,29733
2015-12-17,27488,13,5957,438,9,25,33930
2015-12-18,33352,15,5500,391,11,21,39290
2015-12-19,42474,11,3181,643,12,16,46337
2015-12-20,35770,7,1991,515,3,23,38309
2015-12-21,30756,14,6006,335,6,24,37141
2015-12-22,31604,17,6123,362,6,18,38130
2015-12-23,43662,14,5193,488,7,23,49387
2015-12-24,50130,12,8452,554,8,17,59173
2015-12-25,30155,9,1233,339,1,7,31744
2015-12-26,30187,7,490,375,4,23,31086
2015-12-27,38312,9,854,402,4,18,39599
2015-12-28,32300,11,3458,320,10,16,36115
2015-12-29,31504,15,3527,410,13,27,35496
2015-12-30,37865,12,3024,602,7,19,41529
2015-12-31,25053,13,1261,378,7,12,26724
2016-01-01,22921,7,382,261,1,8,23580
2016-01-02,46719,8,563,641,5,23,47959
2016-01-03,43887,9,675,700,5,26,45302
2016-01-04,28259,14,2772,341,9,20,31415
2016-01-05,30554,11,2955,365,8,24,33917
2016-01-06,28170,13,2228,441,4,23,30879
2016-01-07,24996,12,2834,408,7,16,28273
2016-01-08,30214,14,2666,421,3,21,33339
2016-01-09,37415,8,2249,466,11,15,40164
2016-01-10,38543,9,1724,655,2,22,40955
2016-01-11,25900,13,4227,371,2,24,30537
2016-01-12,23025,16,4790,312,10,19,28172
2016-01-13,22856,13,4653,345,6,23,27896
2016-01-14,21438,15,5005,372,4,22,26856
2016-01-15,25055,13,4823,358,8,20,30277
2016-01-16,26488,10,2949,410,9,13,29879
2016-01-17,24851,8,1792,422,1,22,27096
2016-01-18,21635,14,5164,262,10,21,27106
2016-01-19,21544,13,5275,300,14,17,27163
2016-01-20,21815,14,5008,336,10,20,27203
2016-01-21,21688,11,4577,351,2,20,26649
2016-01-22,25192,13,4913,334,10,23,30485
2016-01-23,25025,10,3267,425,7,10,28744
2016-01-24,26561,10,1941,459,3,24,28998
2016-01-25,21373,12,5063,272,7,24,26751
2016-01-26,19527,11,4989,300,7,22,24856
2016-01-27,20454,13,5629,323,7,21,26447
2016-01-28,21390,13,5225,360,9,19,27016
2016-01-29,26811,12,5492,378,9,25,32727
2016-01-30,25620,9,3223,447,4,13,29316
2016-01-31,28720,10,2228,382,2,14,31356
2016-02-01,21336,13,4447,281,9,18,26104
2016-02-02,20912,8,4980,360,10,26,26296
2016-02-03,19413,13,5190,347,7,24,24994
2016-02-04,22152,12,5031,353,6,19,27573
2016-02-05,27542,13,4922,293,10,25,32805
2016-02-06,27605,7,3180,461,13,19,31285
2016-02-07,27090,10,2164,506,2,26,29798
2016-02-08,27684,7,3851,291,3,21,31857
2016-02-09,22039,14,5258,331,5,20,27667
2016-02-10,21295,8,5063,393,9,21,26789
2016-02-11,23386,12,5251,369,10,22,29050
2016-02-12,28173,12,5322,402,6,23,33938
2016-02-13,27906,7,3158,430,6,17,31524
2016-02-14,29426,7,1672,456,4,24,31589
2016-02-15,24357,9,5203,260,4,21,29854
2016-02-16,23454,11,5399,301,10,19,29194
2016-02-17,21979,11,5277,367,6,25,27665
2016-02-18,22816,11,5011,364,6,22,28230
2016-02-19,27492,11,5006,317,10,24,32860
2016-02-20,29170,8,3154,430,8,21,32791
2016-02-21,32638,9,2157,439,6,25,35274
2016-02-22,23190,9,5313,243,6,26,28787
2016-02-23,22060,10,5420,316,5,22,27833
2016-02-24,22641,8,6138,336,4,29,29156
2016-02-25,23884,12,5684,342,10,28,29960
2016-02-26,27780,9,5386,397,10,25,33607
2016-02-27,27659,7,3070,457,10,22,31225
2016-02-28,31977,9,2280,506,1,23,34796
2016-02-29,24205,10,4658,270,7,24,29174
2016-03-01,25153,10,5707,312,6,21,31209
2016-03-02,23607,11,5681,363,17,25,29704
2016-03-03,23677,11,5411,421,8,24,29552
2016-03-04,27909,10,5411,416,8,25,33779
2016-03-05,27563,6,3343,477,7,25,31421
2016-03-06,31893,8,2010,610,6,26,34553
2016-03-07,23869,12,5603,310,9,24,29827
2016-03-08,21781,11,5476,344,9,21,27642
2016-03-09,23047,10,5611,387,13,27,29095
2016-03-10,24836,12,6428,383,10,25,31694
2016-03-11,28717,9,5303,420,4,22,34475
2016-03-12,28783,9,3361,500,7,20,32680
