,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2013-01-01,20674,6,686,255,5,18,21644
2013-01-02,29674,11,1551,439,10,23,31708
2013-01-03,27661,10,1984,436,13,23,30127
2013-01-04,32659,13,1927,345,11,16,34971
2013-01-05,39205,9,1222,472,12,14,40934
2013-01-06,30558,7,1243,506,8,16,32338
2013-01-07,22515,11,2211,277,6,20,25040
2013-01-08,21841,11,2732,261,4,16,24865
2013-01-09,21762,11,3148,307,11,20,25259
2013-01-10,20608,12,2912,341,8,19,23900
2013-01-11,24338,14,2682,338,10,20,27402
2013-01-12,25194,13,1729,331,8,17,27292
2013-01-13,20763,9,1604,407,3,20,22806
2013-01-14,15179,9,2093,241,6,20,17548
2013-01-15,16345,12,3262,254,3,18,19894
2013-01-16,16389,12,3426,306,6,18,20157
2013-01-17,14871,9,3157,308,7,13,18365
2013-01-18,19030,13,2618,298,8,15,21982
2013-01-19,20017,14,2000,341,8,16,22396
2013-01-20,17413,8,1740,381,1,17,19560
2013-01-21,17580,8,3474,221,10,12,21305
2013-01-22,16997,15,3320,246,5,17,20600
2013-01-23,17440,12,3369,306,10,18,21155
2013-01-24,18159,15,3354,290,8,12,21838
2013-01-25,18038,11,2283,241,9,20,20602
2013-01-26,19219,12,2016,337,9,16,21609
2013-01-27,19224,9,1955,328,5,19,21540
2013-01-28,17936,14,3200,239,15,21,21425
2013-01-29,15650,13,3508,208,10,14,19403
2013-01-30,17908,12,3359,294,6,16,21595
2013-01-31,18760,10,3611,323,14,18,22736
2013-02-01,21986,17,2833,299,13,17,25165
2013-02-02,20121,13,1985,331,1,16,22467
2013-02-03,17851,7,1302,413,5,21,19599
2013-02-04,19473,9,3107,235,12,22,22858
2013-02-05,18223,12,3682,226,13,14,22170
2013-02-06,16738,12,3530,310,10,17,20617
2013-02-07,19757,14,3039,267,12,13,23102
2013-02-08,25369,14,2312,310,5,17,28027
2013-02-09,21022,12,2315,383,13,14,23759
2013-02-10,21662,11,1647,377,7,19,23723
2013-02-11,18115,10,3543,251,9,19,21947
2013-02-12,15953,9,3046,267,6,13,19294
2013-02-13,16165,11,3274,307,13,15,19785
2013-02-14,18738,11,3281,308,6,17,22361
2013-02-15,20983,12,2894,278,11,23,24201
2013-02-16,24193,9,2086,332,7,16,26643
2013-02-17,22101,9,1848,343,10,19,24330
2013-02-18,21440,10,3584,221,11,17,25283
2013-02-19,17163,13,3534,216,14,13,20953
2013-02-20,17576,10,3701,294,17,20,21618
2013-02-21,16984,12,3615,333,8,16,20968
2013-02-22,20361,12,2860,332,11,20,23596
2013-02-23,18476,11,2107,329,12,13,20948
2013-02-24,19333,9,1658,343,3,18,21364
2013-02-25,17785,11,3660,256,8,17,21737
2013-02-26,18402,16,3787,240,13,17,22475
2013-02-27,18257,11,3945,341,7,15,22576
2013-02-28,20657,12,3624,359,8,21,24681
2013-03-01,46231,14,3092,316,7,21,49681
2013-03-02,25769,15,1698,353,10,19,27864
2013-03-03,27806,5,1884,449,11,26,30181
2013-03-04,21560,12,3540,288,7,16,25423
2013-03-05,19502,11,3876,272,14,18,23693
2013-03-06,18986,13,3648,317,7,17,22988
2013-03-07,20077,15,3512,403,4,17,24028
2013-03-08,26349,13,3022,453,14,19,29870
2013-03-09,22795,13,1899,390,12,16,25125
2013-03-10,23185,7,1835,474,10,21,25532
2013-03-11,19410,12,3657,288,11,18,23396
2013-03-12,20035,16,3583,262,20,14,23930
2013-03-13,19640,13,4022,323,8,18,24024
2013-03-14,17807,16,3320,401,10,20,21574
2013-03-15,24337,12,3100,392,19,16,27876
2013-03-16,25805,14,2307,455,28,18,28627
2013-03-17,23022,10,1755,432,10,20,25249
2013-03-18,18909,12,3597,290,8,22,22838
2013-03-19,20753,14,3937,328,14,8,25054
2013-03-20,20131,19,4316,419,18,23,24926
2013-03-21,23114,17,3986,398,20,3,27538
2013-03-22,32392,18,3402,477,25,26,36340
2013-03-23,34162,15,2106,510,27,27,36847
2013-03-24,25636,9,1782,496,20,29,27972
2013-03-25,18773,13,2947,315,6,17,22071
2013-03-26,20341,17,3827,343,22,25,24575
2013-03-27,24541,13,3946,380,19,28,28927
2013-03-28,34196,15,4046,443,20,28,38748
2013-03-29,48712,14,2959,466,35,23,52209
2013-03-30,31917,14,1456,371,22,27,33807
2013-03-31,25139,6,725,323,25,32,26250
2013-04-01,38136,6,2061,495,21,41,40760
2013-04-02,26534,12,3702,399,13,43,30703
2013-04-03,22663,14,3836,399,26,30,26968
2013-04-04,22612,12,3909,439,28,32,27032
2013-04-05,28745,10,3412,433,10,39,32649
2013-04-06,28634,12,2039,546,33,40,31304
2013-04-07,26658,11,1896,531,15,37,29148
2013-04-08,19365,13,3407,336,28,37,23186
2013-04-09,20492,12,3989,360,22,40,24915
2013-04-10,21284,14,4138,419,23,36,25914
2013-04-11,21858,15,4078,443,34,37,26465
2013-04-12,26987,17,3326,438,26,23,30817
2013-04-13,31880,14,2439,495,33,56,34917
2013-04-14,29110,12,1880,508,37,44,31591
2013-04-15,20415,11,4160,315,33,51,24985
2013-04-16,19529,13,3915,393,38,40,23928
2013-04-17,23704,16,4371,475,39,41,28646
2013-04-18,23939,14,4026,431,35,44,28489
2013-04-19,30838,17,3439,433,32,57,34816
2013-04-20,30854,12,2271,581,36,74,33828
2013-04-21,30805,11,2120,598,21,42,33597
2013-04-22,22145,11,4278,392,31,37,26894
2013-04-23,21966,16,4273,387,29,43,26714
2013-04-24,26146,16,4069,503,54,41,30829
2013-04-25,35283,15,4705,619,236,45,40903
2013-04-26,42990,13,3778,587,66,61,47495
2013-04-27,66627,14,2072,872,46,101,69732
2013-04-28,41592,14,2526,876,56,62,45126
2013-04-29,29684,16,4032,527,64,60,34383
2013-04-30,48869,16,3930,570,68,51,53504
2013-05-01,60168,17,1515,850,120,64,62734
2013-05-02,36543,14,2302,563,136,52,39610
2013-05-03,38126,13,3062,740,69,74,42084
2013-05-04,45479,17,1891,947,64,134,48532
2013-05-05,39322,12,1445,738,48,81,41646
2013-05-06,31270,12,3292,543,37,50,35204
2013-05-07,27001,17,4023,463,50,63,31617
2013-05-08,30746,13,3650,497,62,68,35036
2013-05-09,38260,13,3993,601,88,112,43067
2013-05-10,34361,17,3505,549,73,60,38565
2013-05-11,35559,14,2273,591,54,123,38614
2013-05-12,36777,11,2075,747,61,67,39738
2013-05-13,26986,11,4260,509,34,55,31855
2013-05-14,24988,19,4513,408,36,66,30030
2013-05-15,25168,17,4531,549,69,50,30384
2013-05-16,29224,13,4453,626,20,57,34393
2013-05-17,49165,15,4102,649,43,73,54047
2013-05-18,52733,17,2441,742,116,170,56219
2013-05-19,38735,13,1902,705,69,69,41493
2013-05-20,34584,12,3834,564,60,50,39104
2013-05-21,28362,16,4599,484,66,62,33589
2013-05-22,26369,14,4434,566,70,58,31511
2013-05-23,29166,16,4271,659,36,57,34205
2013-05-24,40250,18,3783,627,38,57,44773
2013-05-25,39367,13,2487,842,65,150,42924
2013-05-26,33280,11,2113,725,48,81,36258
2013-05-27,26771,14,4210,470,63,58,31586
2013-05-28,25196,16,4577,456,54,66,30365
2013-05-29,37042,14,4393,642,66,63,42220
2013-05-30,37713,15,3138,686,59,64,41675
2013-05-31,36570,15,3632,725,62,66,41070
2013-06-01,43134,16,2356,797,82,170,46555
2013-06-02,42905,10,2054,770,104,84,45927
2013-06-03,28590,11,4196,603,73,76,33549
2013-06-04,26495,12,4372,567,60,78,31584
2013-06-05,27127,14,4278,535,78,63,32095
2013-06-06,30779,15,4196,614,74,67,35745
2013-06-07,42842,16,3593,683,130,99,47363
2013-06-08,47074,14,2669,827,158,199,50941
2013-06-09,40079,13,2015,757,73,104,43041
2013-06-10,30307,8,4113,574,69,76,35147
2013-06-11,28125,12,4057,488,70,75,32827
2013-06-12,28757,10,4671,546,74,84,34142
2013-06-13,35167,13,4095,546,84,99,40004
2013-06-14,50617,11,3553,838,153,102,55274
2013-06-15,56109,12,2200,1005,273,236,59835
2013-06-16,51061,12,2060,758,129,112,54132
2013-06-17,34779,13,4075,538,111,81,39597
2013-06-18,32283,12,4144,515,108,87,37149
2013-06-19,31963,13,4613,565,85,104,37343
2013-06-20,40686,11,4449,644,135,112,46037
2013-06-21,65743,11,3800,813,189,96,70652
2013-06-22,73259,11,2541,1275,280,228,77594
2013-06-23,55021,12,2188,875,192,118,58406
2013-06-24,45728,15,3736,564,94,77,50214
2013-06-25,41646,20,2908,621,106,82,45383
2013-06-26,37475,20,5095,673,71,99,43433
2013-06-27,40686,13,4660,687,76,97,46219
2013-06-28,59220,15,4236,781,110,95,64457
2013-06-29,76721,14,2221,1223,305,229,80713
2013-06-30,64163,16,1727,942,196,131,67175
2013-07-01,46798,14,3044,615,198,101,50770
2013-07-02,36204,17,3472,615,187,106,40601
2013-07-03,35027,15,4031,678,147,93,39991
2013-07-04,43232,11,4607,636,166,126,48778
2013-07-05,71263,14,3342,769,242,135,75765
2013-07-06,89955,15,2255,1118,321,224,93888
2013-07-07,67752,13,2069,773,125,126,70858
2013-07-08,52538,13,3714,637,153,115,57170
2013-07-09,43045,12,4101,600,113,110,47981
2013-07-10,42935,12,4417,698,141,110,48313
2013-07-11,51794,12,4406,667,157,116,57152
2013-07-12,74471,13,3780,724,175,108,79271
2013-07-13,95426,9,2656,952,279,248,99570
2013-07-14,78624,12,2102,832,207,138,81915
2013-07-15,58567,16,4361,575,240,103,63862
2013-07-16,47118,15,4202,598,128,116,52177
2013-07-17,46454,12,5457,741,161,118,52943
2013-07-18,53819,14,4622,597,178,122,59352
2013-07-19,74955,15,3630,721,164,98,79583
2013-07-20,124524,14,1945,1094,347,272,128196
2013-07-21,88380,11,2057,893,171,132,91644
2013-07-22,66383,15,4332,629,151,110,71620
2013-07-23,45683,15,4683,521,166,123,51191
2013-07-24,56458,16,4222,666,150,116,61628
2013-07-25,67737,14,4468,660,166,136,73181
2013-07-26,88732,15,3847,798,164,133,93689
2013-07-27,134099,16,2189,1100,375,245,138024
2013-07-28,93751,14,2184,841,337,153,97280
2013-07-29,60396,14,3943,590,151,109,65203
2013-07-30,57114,12,4446,677,162,120,62531
2013-07-31,61971,15,4482,755,151,126,67500
2013-08-01,84752,13,3990,822,207,155,89939
2013-08-02,99396,15,3622,742,349,138,104262
2013-08-03,141536,13,1846,1280,687,288,145650
2013-08-04,100707,11,1720,924,543,130,104035
2013-08-05,78333,14,3033,804,338,118,82640
2013-08-06,63794,15,4333,818,312,129,69401
2013-08-07,58774,16,4187,731,262,112,64082
2013-08-08,64129,16,3447,636,246,130,68604
2013-08-09,89394,13,2994,759,181,109,93450
2013-08-10,145086,13,1665,1176,192,237,148369
2013-08-11,103437,11,1765,925,539,154,106831
2013-08-12,73668,13,3434,636,420,118,78289
2013-08-13,65877,14,4052,633,330,113,71019
2013-08-14,79109,13,2975,815,115,128,83155
2013-08-15,93810,9,1950,759,171,174,96873
2013-08-16,97262,15,2903,811,245,108,101344
2013-08-17,142146,16,1503,1203,261,236,145365
2013-08-18,100557,14,1848,913,259,129,103720
2013-08-19,71970,13,3623,738,177,114,76635
2013-08-20,55592,13,3810,632,72,99,60218
2013-08-21,56739,13,3955,691,101,111,61610
2013-08-22,58988,15,3598,780,410,116,63907
2013-08-23,95916,13,3467,831,103,99,100429
2013-08-24,118920,14,1783,1340,105,213,122375
2013-08-25,79365,8,1769,1088,83,124,82437
2013-08-26,56436,12,4322,640,85,89,61584
2013-08-27,50493,14,4088,655,89,99,55438
2013-08-28,46295,15,4434,696,65,97,51602
2013-08-29,58573,16,4542,706,93,122,64052
2013-08-30,78461,14,3407,800,106,113,82901
2013-08-31,94414,12,2100,1190,146,252,98114
2013-09-01,77482,14,2090,1070,119,129,80904
2013-09-02,49367,16,4275,687,73,80,54498
2013-09-03,40039,12,4243,699,93,76,45162
2013-09-04,42152,11,4461,773,61,81,47539
2013-09-05,46566,12,4483,722,77,107,51967
2013-09-06,63342,13,3499,774,116,119,67863
2013-09-07,69937,12,2323,1224,168,206,73870
2013-09-08,56942,10,1986,931,84,114,60067
2013-09-09,39508,10,4043,601,41,71,44274
2013-09-10,33671,13,4361,627,35,79,38786
2013-09-11,34523,12,4348,815,33,76,39807
2013-09-12,38368,12,4531,740,45,74,43770
2013-09-13,46973,16,4191,789,66,86,52121
2013-09-14,52538,14,2379,1113,89,189,56322
2013-09-15,42493,11,2031,870,62,105,45572
2013-09-16,31708,14,4252,656,45,74,36749
2013-09-17,29071,12,4198,570,23,70,33944
2013-09-18,29559,13,4576,678,43,74,34943
2013-09-19,32782,12,4638,644,58,81,38215
2013-09-20,45619,13,3903,670,55,101,50361
2013-09-21,46687,9,2438,1008,98,196,50436
2013-09-22,37800,16,2046,833,58,106,40859
2013-09-23,28442,12,4671,649,50,80,33904
2013-09-24,26367,16,4447,593,49,75,31547
2013-09-25,26530,13,4707,642,33,62,31987
2013-09-26,31292,12,4919,796,44,78,37141
2013-09-27,39435,12,4192,769,43,74,44525
2013-09-28,41960,13,2837,1000,47,172,46029
2013-09-29,31550,11,2410,801,35,82,34889
2013-09-30,25938,15,4743,540,24,63,31323
2013-10-01,24831,11,4664,548,31,68,30153
2013-10-02,27479,13,5046,665,26,24,33253
2013-10-03,29438,12,4458,637,30,80,34655
2013-10-04,36561,11,3590,758,29,57,41006
2013-10-05,36265,13,2492,816,27,136,39749
2013-10-06,31428,10,2075,812,22,74,34421
2013-10-07,24065,12,4323,538,15,48,29001
2013-10-08,26432,13,4185,533,15,51,31229
2013-10-09,23142,13,5075,566,25,43,28864
2013-10-10,29818,12,4125,624,33,49,34661
2013-10-11,36841,15,3973,636,32,48,41545
2013-10-12,33655,11,2354,822,22,98,36962
2013-10-13,31235,10,1999,731,39,63,34077
2013-10-14,23027,12,4088,488,33,60,27708
2013-10-15,21987,15,4247,464,23,53,26789
2013-10-16,26585,13,4770,556,20,42,31986
2013-10-17,26898,12,4678,558,29,51,32226
2013-10-18,34489,11,4017,553,26,52,39148
2013-10-19,35393,14,2504,657,30,84,38682
2013-10-20,32396,14,2150,652,21,63,35296
2013-10-21,23456,16,4081,438,21,51,28063
2013-10-22,20961,13,4600,426,14,57,26071
2013-10-23,22314,15,4257,520,13,41,27160
2013-10-24,25187,14,4917,546,20,48,30732
2013-10-25,32827,11,4482,514,20,49,37903
2013-10-26,37048,13,2226,631,31,78,40027
2013-10-27,30596,17,2176,600,25,36,33450
2013-10-28,25053,11,4799,395,24,24,30306
2013-10-29,23907,15,5038,372,15,24,29371
2013-10-30,39377,12,5261,473,16,24,45163
2013-10-31,47791,14,3076,498,18,31,51428
2013-11-01,37390,17,2143,435,31,24,40040
2013-11-02,32814,12,2054,405,11,31,35327
2013-11-03,40985,12,2087,566,16,30,43696
2013-11-04,24003,14,4457,360,17,18,28869
2013-11-05,19986,15,4479,311,13,18,24822
2013-11-06,20651,13,4496,365,13,18,25556
2013-11-07,23172,12,4662,455,16,22,28339
2013-11-08,28278,14,4120,455,15,19,32901
2013-11-09,27459,14,2634,455,8,13,30583
2013-11-10,24887,11,2085,449,16,19,27467
2013-11-11,20310,13,4248,331,7,20,24929
2013-11-12,19469,13,4022,288,3,24,23819
2013-11-13,20165,12,4606,346,21,14,25164
2013-11-14,22704,13,4715,387,16,22,27857
2013-11-15,27822,15,4026,384,14,18,32279
2013-11-16,26047,10,2177,502,7,16,28759
2013-11-17,27487,9,2239,422,12,25,30194
2013-11-18,20523,12,4220,291,7,20,25073
2013-11-19,20574,13,5142,282,5,16,26032
2013-11-20,20329,11,4583,350,8,1,25282
2013-11-21,22881,10,4579,368,10,7,27855
2013-11-22,29317,13,3321,363,8,8,33030
2013-11-23,23198,14,2545,435,12,13,26217
2013-11-24,26145,12,2092,405,10,19,28683
2013-11-25,21645,14,3824,285,6,16,25790
2013-11-26,17776,13,4440,269,3,16,22517
2013-11-27,18109,12,4495,348,5,15,22984
2013-11-28,20468,13,4369,364,17,16,25247
2013-11-29,27646,8,4084,348,20,20,32126
2013-11-30,24844,15,2168,453,10,14,27504
2013-12-01,23352,16,2109,414,4,18,25913
2013-12-02,19171,12,3815,267,6,15,23286
2013-12-03,17875,13,4497,266,8,22,22681
2013-12-04,20018,14,4352,341,11,16,24752
2013-12-05,21310,14,4560,359,26,16,26285
2013-12-06,25512,17,3890,359,9,22,29809
2013-12-07,23265,13,2290,466,9,17,26060
2013-12-08,21373,11,2141,410,11,22,23968
2013-12-09,17880,12,4141,235,11,17,22296
2013-12-10,19732,9,4351,260,10,20,24382
2013-12-11,19366,10,4400,352,11,17,24156
2013-12-12,21067,10,4534,362,11,16,26000
2013-12-13,26888,14,4029,365,12,18,31326
2013-12-14,24937,10,2499,422,9,15,27892
2013-12-15,24081,12,2237,494,10,21,26855
2013-12-16,20093,14,4605,248,10,17,24987
2013-12-17,19773,16,4808,292,15,7,24911
2013-12-18,25210,13,4511,399,13,16,30162
2013-12-19,27685,10,4179,479,16,21,32390
2013-12-20,43242,16,4160,480,8,20,47926
2013-12-21,61147,14,1749,627,11,15,63563
2013-12-22,37517,11,1549,536,9,18,39640
2013-12-23,33685,11,2794,369,17,16,36892
2013-12-24,29096,12,1762,319,8,13,31210
2013-12-25,22483,7,541,318,5,8,23362
2013-12-26,23112,7,1237,364,1,11,24732
2013-12-27,31695,13,1606,340,11,12,33677
2013-12-28,30802,14,963,452,7,19,32257
2013-12-29,27960,10,1170,600,11,15,29766
2013-12-30,31227,12,1754,450,5,13,33461
2013-12-31,22705,10,841,270,4,10,23840
2014-01-01,18039,8,585,300,7,10,18949
2014-01-02,30264,10,1705,441,13,18,32451
2014-01-03,35787,10,2269,463,8,15,38552
2014-01-04,38077,12,1141,543,8,12,39793
2014-01-05,40894,9,937,552,4,16,42412
2014-01-06,29480,12,1798,432,6,17,31745
2014-01-07,21040,11,2728,288,6,19,24092
2014-01-08,24779,12,3311,337,9,16,28464
2014-01-09,22187,11,3460,357,8,14,26037
2014-01-10,26952,13,3091,353,8,18,30435
2014-01-11,29865,11,2252,420,12,18,32578
2014-01-12,25898,9,1979,459,8,19,28372
2014-01-13,19125,13,3933,271,6,15,23363
2014-01-14,18568,12,4032,243,8,20,22883
2014-01-15,18837,9,3950,340,14,15,23165
2014-01-16,19454,11,3784,346,10,14,23619
2014-01-17,26183,11,3636,317,7,21,30175
2014-01-18,25866,11,2046,400,11,12,28346
2014-01-19,21873,10,1888,391,7,17,24186
2014-01-20,20536,13,3584,276,2,17,24428
2014-01-21,19635,14,4298,263,8,18,24236
2014-01-22,20072,15,4295,324,15,15,24736
2014-01-23,19171,11,4279,299,7,19,23786
2014-01-24,21219,11,3373,299,15,13,24930
2014-01-25,19155,11,2193,358,4,9,21730
2014-01-26,17780,14,1935,350,13,21,20113
2014-01-27,17713,12,3616,242,8,16,21607
2014-01-28,15284,12,3807,266,12,14,19395
2014-01-29,16355,13,4175,331,7,14,20895
2014-01-30,15960,12,3618,301,6,15,19912
2014-01-31,21149,10,3079,305,6,18,24567
2014-02-01,19268,10,2158,385,4,11,21836
2014-02-02,16965,5,1904,422,5,22,19323
2014-02-03,15659,8,3618,256,8,16,19565
2014-02-04,15544,8,3962,258,5,15,19792
2014-02-05,17440,8,4418,326,8,17,22217
2014-02-06,18509,8,3752,305,13,16,22603
2014-02-07,23617,8,3293,306,13,17,27254
2014-02-08,19967,7,1978,343,2,11,22308
2014-02-09,20847,8,1910,371,6,19,23161
2014-02-10,18291,11,3704,243,14,16,22279
2014-02-11,17182,10,3699,272,10,15,21188
2014-02-12,17022,11,3945,300,7,20,21305
2014-02-13,22123,12,4268,325,9,19,26756
2014-02-14,26924,10,3118,329,8,20,30409
2014-02-15,26121,10,2115,381,10,20,28657
2014-02-16,23271,6,1975,386,2,21,25661
2014-02-17,19482,11,3315,253,11,17,23089
2014-02-18,18000,9,4103,262,11,17,22402
2014-02-19,18600,11,4344,335,9,15,23314
2014-02-20,21230,9,3992,330,11,18,25590
2014-02-21,26154,12,3377,335,9,15,29902
2014-02-22,24108,9,2284,377,12,14,26804
2014-02-23,23988,10,1486,337,6,23,25850
2014-02-24,18992,11,3804,244,10,17,23078
2014-02-25,18587,11,4175,236,9,20,23038
2014-02-26,19444,12,4158,340,9,18,23981
2014-02-27,19927,11,4057,387,10,15,24407
2014-02-28,27729,8,3711,359,16,16,31839
2014-03-01,26679,12,2438,422,13,12,29576
2014-03-02,24776,9,1898,442,9,18,27152
2014-03-03,20636,9,3853,299,7,18,24822
2014-03-04,19441,11,4140,291,8,14,23905
2014-03-05,20199,12,4600,374,9,16,25210
2014-03-06,20522,10,4044,440,4,19,25039
2014-03-07,29471,10,3636,458,8,20,33603
2014-03-08,26415,12,2179,457,9,23,29095
2014-03-09,29237,13,1895,507,4,25,31681
2014-03-10,20831,9,3914,285,5,19,25063
2014-03-11,19615,15,4358,288,4,18,24298
2014-03-12,20034,10,4350,352,7,25,24778
2014-03-13,22058,12,4177,369,15,7,26638
2014-03-14,32165,12,3863,409,7,29,36485
2014-03-15,28502,14,2102,447,16,18,31099
2014-03-16,29338,10,1914,477,13,23,31775
2014-03-17,21766,13,4573,275,14,22,26663
2014-03-18,19421,14,5056,315,13,15,24834
2014-03-19,21670,16,4510,416,14,23,26649
2014-03-20,22895,13,4574,429,12,21,27944
2014-03-21,30726,16,3953,357,19,28,35099
2014-03-22,29098,11,2249,461,16,18,31853
2014-03-23,26506,11,2084,465,4,20,29090
2014-03-24,20323,14,4407,287,21,23,25075
2014-03-25,19761,13,4528,340,11,21,24674
2014-03-26,20508,12,4827,398,11,20,25776
2014-03-27,22845,14,4576,419,14,21,27889
2014-03-28,29969,14,3980,434,17,29,34443
2014-03-29,29448,12,2563,518,33,33,32607
2014-03-30,30011,10,1960,517,27,28,32553
2014-03-31,21059,13,4287,313,18,24,25714
2014-04-01,20856,14,4477,333,19,42,25741
2014-04-02,21729,13,4333,449,20,39,26583
2014-04-03,22800,14,4681,483,16,33,28027
2014-04-04,32314,17,4037,475,8,31,36882
2014-04-05,29450,10,2382,577,24,51,32494
2014-04-06,29685,10,2072,559,18,32,32376
2014-04-07,22387,15,4357,361,22,43,27185
2014-04-08,20827,11,4688,348,29,39,25942
2014-04-09,21292,16,4765,425,20,32,26550
2014-04-10,26353,13,4689,535,17,51,31658
2014-04-11,41931,15,4441,522,33,92,47034
2014-04-12,46485,16,2570,635,50,95,49851
2014-04-13,36921,10,2272,578,45,54,39880
2014-04-14,25577,12,4545,357,23,45,30559
2014-04-15,27169,12,5209,378,43,40,32851
2014-04-16,32771,11,4725,503,18,25,38053
2014-04-17,46199,13,4290,661,28,42,51233
2014-04-18,65135,12,2913,749,50,47,68906
2014-04-19,37316,18,1081,481,55,70,39021
2014-04-20,30696,10,693,402,33,37,31871
2014-04-21,51439,9,2025,662,18,46,54199
2014-04-22,33648,12,4474,558,33,47,38772
2014-04-23,26648,12,4483,517,20,42,31722
2014-04-24,31267,16,4647,607,35,40,36612
2014-04-25,45786,11,4288,636,75,47,50843
2014-04-26,51369,14,2352,956,45,87,54823
2014-04-27,38561,11,1867,819,38,45,41341
2014-04-28,30470,12,4741,517,23,47,35810
2014-04-29,28748,13,4766,588,33,46,34194
2014-04-30,63915,11,4165,781,54,57,68983
2014-05-01,60521,12,1231,1020,94,57,62935
2014-05-02,37446,14,1844,566,112,51,40033
2014-05-03,42207,14,2239,828,27,110,45425
2014-05-04,50450,10,1962,1162,29,69,53682
2014-05-05,28729,11,4216,601,29,55,33641
2014-05-06,26276,13,4555,529,34,65,31472
2014-05-07,25712,14,4751,464,34,58,31033
2014-05-08,28968,16,4726,655,27,42,34434
2014-05-09,34684,14,3632,500,49,61,38940
2014-05-10,36729,12,2466,669,56,142,40074
2014-05-11,32139,8,2113,702,31,72,35065
2014-05-12,24219,13,4674,497,47,38,29488
2014-05-13,23175,11,4724,506,23,53,28492
2014-05-14,23661,13,4548,524,30,54,28830
2014-05-15,25495,11,4109,600,23,60,30298
2014-05-16,34735,9,3566,630,40,55,39035
2014-05-17,31164,7,2306,687,52,127,34343
2014-05-18,27085,7,1646,663,46,74,29521
2014-05-19,23535,7,3612,544,32,57,27787
2014-05-20,23283,10,3802,554,43,63,27755
2014-05-21,23395,12,4730,591,39,68,28835
2014-05-22,25995,13,3955,605,62,64,30694
2014-05-23,38728,9,3894,654,63,80,43428
2014-05-24,41073,11,2384,823,85,160,44536
2014-05-25,34587,9,2266,682,55,87,37686
2014-05-26,26414,10,4413,543,49,63,31492
2014-05-27,24323,9,4629,502,42,68,29573
2014-05-28,36041,8,4543,688,38,100,41418
2014-05-29,46487,11,4311,739,74,90,51712
2014-05-30,44865,10,3756,826,107,103,49667
2014-05-31,46503,9,2117,878,239,184,49930
2014-06-01,43220,9,2143,838,120,92,46422
2014-06-02,31921,7,4125,591,72,78,36794
2014-06-03,24624,12,4672,602,49,68,30027
2014-06-04,27157,10,4550,607,66,76,32466
2014-06-05,33584,12,4652,638,62,100,39048
2014-06-06,55779,12,4275,710,153,108,61037
2014-06-07,72203,11,2762,1149,228,224,76577
2014-06-08,52013,8,1435,744,123,143,54466
2014-06-09,39754,9,4051,610,101,83,44608
2014-06-10,30664,9,4975,558,91,85,36382
2014-06-11,32283,10,4747,584,103,99,37826
2014-06-12,33747,11,4673,572,82,94,39179
2014-06-13,45425,10,4104,648,125,92,50404
2014-06-14,62859,10,2541,972,77,191,66650
2014-06-15,45286,10,2248,819,81,104,48548
2014-06-16,33860,11,4298,579,68,77,38893
2014-06-17,32327,13,4946,562,75,71,37994
2014-06-18,43829,11,4754,678,92,101,49465
2014-06-19,51630,12,3417,759,150,139,56107
2014-06-20,56832,14,4066,791,170,113,61986
2014-06-21,64588,12,2606,1160,213,220,68799
2014-06-22,58626,7,2227,989,165,125,62139
2014-06-23,37376,12,4939,596,117,88,43128
2014-06-24,37522,8,5573,596,73,92,43864
2014-06-25,38434,15,3564,678,41,89,42821
2014-06-26,41155,15,5542,752,127,116,47707
2014-06-27,55588,13,4806,806,141,108,61462
2014-06-28,72637,16,2766,1105,300,232,77056
2014-06-29,58994,12,2668,857,87,124,62742
2014-06-30,43093,14,4656,656,84,94,48597
2014-07-01,39253,14,4882,687,195,123,45154
2014-07-02,37803,13,5230,665,140,101,43952
2014-07-03,42963,12,4984,769,152,139,49019
2014-07-04,65843,12,4668,835,216,125,71699
2014-07-05,95122,16,2547,1428,283,223,99619
2014-07-06,74095,14,2363,830,217,153,77672
2014-07-07,50986,15,4998,648,157,109,56913
2014-07-08,42898,16,4869,615,51,116,48565
2014-07-09,41916,17,5721,744,76,121,48595
2014-07-10,51839,15,5022,708,59,136,57779
2014-07-11,69883,15,4323,779,176,129,75305
2014-07-12,97238,13,2253,1141,244,217,101106
2014-07-13,69021,14,2253,779,120,126,72313
2014-07-14,59445,13,4943,676,125,116,65318
2014-07-15,49590,17,5301,607,244,134,55893
2014-07-16,50472,13,5229,776,173,152,56815
2014-07-17,58754,13,4766,771,173,149,64626
2014-07-18,89739,15,4622,766,294,137,95573
2014-07-19,116053,14,2810,1383,380,247,120887
2014-07-20,93233,13,2306,989,216,161,96918
2014-07-21,69160,12,5443,727,85,109,75536
2014-07-22,51726,16,5072,661,120,132,57727
2014-07-23,52964,16,5145,798,119,133,59175
2014-07-24,63192,15,4987,700,250,143,69287
2014-07-25,95919,17,4514,819,213,116,101598
2014-07-26,130970,15,2394,916,197,222,134714
2014-07-27,82518,16,2162,817,212,154,85879
2014-07-28,61311,15,4232,530,192,111,66391
2014-07-29,55621,17,5111,637,79,129,61594
2014-07-30,62123,13,5255,768,49,117,68325
2014-07-31,76682,21,4920,861,179,143,82806
2014-08-01,117617,17,4074,816,375,151,123050
2014-08-02,141893,13,1873,1272,562,239,145852
2014-08-03,118615,14,2556,858,328,154,122525
