,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2014-08-11,25040,22,2247,263,7,31,27610
2014-08-12,24124,28,2051,281,10,27,26521
2014-08-13,24427,25,2123,243,11,32,26861
2014-08-14,29142,25,1490,284,10,28,30979
2014-08-15,28455,25,3000569,293,10,32,3029384
2014-08-16,27536,21,783,330,15,32,28717
2014-08-17,23694,24,824,278,23,29,24872
2014-08-18,24766,24,2354,251,6,30,27431
2014-08-19,22435,28,2005,247,12,34,24761
2014-08-20,22427,24,1672,287,6,28,24444
2014-08-21,25214,25,2200,292,7,32,27770
2014-08-22,22946,28,1689,276,11,29,24979
2014-08-23,26380,20,724,320,9,33,27486
2014-08-24,21321,22,693,321,15,30,22402
2014-08-25,23528,20,2851,281,18,31,26729
2014-08-26,20807,21,3059,234,15,33,24169
2014-08-27,21295,24,2058,255,11,31,23674
2014-08-28,22904,22,2284,294,11,32,25547
2014-08-29,24126,24,1902,295,12,32,26391
2014-08-30,25249,22,796,303,30,36,26436
2014-08-31,21218,25,676,262,11,33,22225
2014-09-01,21057,13,2443,252,5,30,23800
2014-09-02,23003,22,2591,265,5,31,25917
2014-09-03,22217,29,2312,235,14,34,24841
2014-09-04,22002,18,2296,302,9,31,24658
2014-09-05,24289,23,1722,279,8,31,26352
2014-09-06,27983,22,706,358,4,30,29103
2014-09-07,20432,20,691,260,14,37,21454
2014-09-08,21181,18,2653,270,8,32,24162
2014-09-09,19992,30,2204,258,8,32,22524
2014-09-10,20870,21,2310,284,10,29,23524
2014-09-11,22334,23,2255,262,5,30,24909
2014-09-12,23417,24,1782,315,5,31,25574
2014-09-13,25400,17,855,381,4,33,26690
2014-09-14,21735,16,865,322,14,30,22982
2014-09-15,21198,22,2824,255,8,34,24341
2014-09-16,19501,22,2312,285,6,33,22159
2014-09-17,19839,20,2171,288,9,31,22358
2014-09-18,21678,27,2383,307,10,32,24437
2014-09-19,22855,23,1893,298,5,31,25105
2014-09-20,25403,20,942,462,3,31,26861
2014-09-21,19936,24,737,308,14,31,21050
2014-09-22,20911,19,2738,299,14,31,24012
2014-09-23,19309,23,2201,258,4,30,21825
2014-09-24,21456,25,2431,294,13,30,24249
2014-09-25,21411,19,2139,263,2,28,23862
2014-09-26,22231,21,1922,328,12,30,24544
2014-09-27,26475,25,1054,381,5,34,27974
2014-09-28,21370,18,731,311,32,31,22493
2014-09-29,20742,20,2647,243,11,30,23693
2014-09-30,19697,26,2692,252,9,31,22707
2014-10-01,20574,22,2419,245,3,30,23293
2014-10-02,21492,21,2177,280,7,32,24009
2014-10-03,23621,24,1739,270,5,32,25691
2014-10-04,25257,19,964,401,3,30,26674
2014-10-05,21321,18,736,292,5,32,22404
2014-10-06,20399,27,3041,238,13,28,23746
2014-10-07,21145,15,2197,246,2,27,23632
2014-10-08,27795,16,1580,318,7,29,29745
2014-10-09,20439,27,2155,273,8,31,22933
2014-10-10,23470,25,1786,372,9,27,25689
2014-10-11,24518,15,866,409,9,25,25842
2014-10-12,21026,23,803,286,6,33,22177
2014-10-13,19970,21,2576,229,8,25,22829
2014-10-14,19654,27,2109,243,5,26,22064
2014-10-15,20790,22,2721,275,5,25,23838
2014-10-16,20924,18,2481,269,3,28,23723
2014-10-17,22764,21,1882,259,5,28,24959
2014-10-18,26398,16,884,386,3,28,27715
2014-10-19,19861,20,621,285,5,25,20817
2014-10-20,19797,20,2368,237,4,25,22451
2014-10-21,19576,20,2513,217,4,27,22357
2014-10-22,19633,23,2294,224,3,24,22201
2014-10-23,19099,21,1757,259,2,23,21161
2014-10-24,21775,21,1597,218,1,26,23638
2014-10-25,23566,20,813,321,2,23,24745
2014-10-26,19310,19,682,267,7,24,20309
2014-10-27,19484,18,2678,197,5,22,22404
2014-10-28,19552,19,2326,206,10,19,22132
2014-10-29,20875,15,2262,206,5,24,23387
2014-10-30,22838,22,2313,216,3,22,25414
2014-10-31,27001,20,1160,200,2,23,28406
2014-11-01,30774,25,359,146,2,18,31324
2014-11-02,22166,28,797,166,4,20,23181
2014-11-03,20792,29,2709,171,3,22,23726
2014-11-04,18867,27,2382,154,1,19,21450
2014-11-05,18350,24,2604,156,0,25,21159
2014-11-06,20026,20,2094,180,3,21,22344
2014-11-07,22455,26,1900,205,1,22,24609
2014-11-08,23226,23,820,263,4,18,24354
2014-11-09,17610,20,648,191,4,21,18494
2014-11-10,18610,22,2634,167,1,23,21457
2014-11-11,19390,25,2475,158,1,18,22067
2014-11-12,19042,21,2283,149,2,23,21520
2014-11-13,18286,24,2207,141,5,22,20685
2014-11-14,22291,23,1905,183,5,22,24429
2014-11-15,24253,20,847,232,3,20,25375
2014-11-16,18692,23,680,210,4,21,19630
2014-11-17,18426,15,2746,161,3,21,21372
2014-11-18,18444,20,2522,168,0,19,21173
2014-11-19,18905,27,2284,161,11,23,21411
2014-11-20,19483,15,2188,175,5,21,21887
2014-11-21,21424,21,1770,175,3,22,23415
2014-11-22,21973,20,870,221,6,17,23107
2014-11-23,16788,10,831,177,4,20,17830
2014-11-24,18435,17,3004,159,5,20,21640
2014-11-25,17395,26,2548,134,6,16,20125
2014-11-26,19020,20,2304,163,3,25,21535
2014-11-27,18527,14,2424,194,5,20,21184
2014-11-28,21476,30,2033,201,4,22,23766
2014-11-29,20493,21,906,247,3,17,21687
2014-11-30,16149,27,707,169,5,21,17078
2014-12-01,18211,19,2616,141,4,21,21012
2014-12-02,17992,25,2434,157,5,19,20632
2014-12-03,17876,22,2253,152,4,22,20329
2014-12-04,18153,22,2182,158,6,20,20541
2014-12-05,19952,18,1629,187,8,21,21815
2014-12-06,20289,25,931,359,5,17,21626
2014-12-07,15432,22,557,171,4,23,16209
2014-12-08,19400,20,2485,167,5,20,22097
2014-12-09,17945,20,2457,138,3,3,20566
2014-12-10,18473,21,2432,151,3,3,21083
2014-12-11,18899,24,2539,164,6,22,21654
2014-12-12,20300,26,2117,199,3,21,22666
2014-12-13,22646,23,933,494,4,18,24118
2014-12-14,16934,23,730,233,4,20,17944
2014-12-15,19697,23,3027,148,6,19,22920
2014-12-16,19199,26,2519,143,3,19,21909
2014-12-17,19375,27,2719,141,6,22,22290
2014-12-18,20843,21,2349,181,5,20,23419
2014-12-19,22294,26,1869,187,6,22,24404
2014-12-20,23029,24,984,396,3,18,24454
2014-12-21,18384,23,688,204,6,23,19328
2014-12-22,23190,25,2123,148,2,22,25510
2014-12-23,25038,26,1710,144,9,20,26947
2014-12-24,20892,26,694,129,2,12,21755
2014-12-25,12292,9,164,58,0,0,12523
2014-12-26,20243,15,373,117,0,21,20769
2014-12-27,23048,26,546,139,5,14,23778
2014-12-28,11127,19,294,188,4,21,11653
2014-12-29,16667,24,1029,175,5,23,17923
2014-12-30,21731,24,835,242,3,22,22857
2014-12-31,16789,23,392,180,1,12,17397
2015-01-01,8724,9,144,87,1,14,8979
2015-01-02,22053,17,645,241,2,23,22981
2015-01-03,26640,25,383,264,1,21,27334
2015-01-04,18171,16,409,178,1,21,18796
2015-01-05,20022,20,1053,125,1,22,21243
2015-01-06,20631,21,758,129,3,20,21562
2015-01-07,16094,21,1330,125,0,23,17593
2015-01-08,17278,23,1719,179,3,20,19222
2015-01-09,20146,26,1302,132,2,17,21625
2015-01-10,25159,16,884,196,0,15,26270
2015-01-11,17110,14,518,127,1,20,17790
2015-01-12,16088,19,1785,131,2,19,18044
2015-01-13,17939,21,1534,111,5,18,19628
2015-01-14,15705,23,1645,143,1,17,17534
2015-01-15,18044,21,1446,149,1,17,19678
2015-01-16,19174,17,1273,130,0,22,20616
2015-01-17,21986,18,718,153,0,17,22892
2015-01-18,14976,20,563,147,3,19,15728
2015-01-19,16797,17,2028,143,3,24,19012
2015-01-20,16487,14,1990,112,1,21,18625
2015-01-21,15614,23,1828,108,2,22,17597
2015-01-22,16610,14,1844,121,2,20,18611
2015-01-23,17520,17,1500,132,0,22,19191
2015-01-24,19349,14,799,177,0,19,20358
2015-01-25,13401,22,626,139,1,22,14211
2015-01-26,15839,15,2217,128,1,23,18223
2015-01-27,15876,18,2015,114,2,21,18046
2015-01-28,15540,11,1911,145,1,21,17629
2015-01-29,15547,22,1805,130,1,22,17527
2015-01-30,16791,19,1437,155,1,19,18422
2015-01-31,19104,15,653,168,1,17,19958
2015-02-01,13348,19,667,128,2,20,14184
2015-02-02,16014,16,1941,128,2,21,18122
2015-02-03,16751,15,2091,135,1,20,19013
2015-02-04,14687,18,1792,130,0,23,16650
2015-02-05,14654,18,1330,134,3,21,16160
2015-02-06,12138,19,765,141,0,21,13084
2015-02-07,14569,19,713,154,1,18,15474
2015-02-08,13143,14,757,152,2,21,14089
2015-02-09,15314,13,1883,129,2,21,17362
2015-02-10,14899,24,4008,166,4,20,19121
2015-02-11,16637,23,2234,145,4,21,19064
2015-02-12,17933,19,1623,144,3,17,19739
2015-02-13,20335,21,1486,170,4,22,22038
2015-02-14,22155,21,965,217,1,17,23376
2015-02-15,16919,17,787,139,3,22,17887
2015-02-16,17792,20,2065,151,0,20,20048
2015-02-17,16987,23,1993,119,1,14,19137
2015-02-18,16649,24,1972,122,2,22,18791
2015-02-19,18000,20,1987,147,2,20,20176
2015-02-20,19941,22,1610,134,2,21,21730
2015-02-21,20874,21,796,194,0,19,21904
2015-02-22,14866,16,793,136,1,21,15833
2015-02-23,17485,17,2307,134,2,22,19967
2015-02-24,16948,17,2200,132,4,20,19321
2015-02-25,16725,19,2114,143,1,22,19024
2015-02-26,17155,21,2336,151,2,21,19686
2015-02-27,19767,19,1945,149,3,21,21904
2015-02-28,21767,23,816,187,4,16,22813
2015-03-01,17229,20,647,161,2,20,18079
2015-03-02,17735,16,2655,118,2,21,20547
2015-03-03,17459,16,2356,134,5,18,19988
2015-03-04,17009,12,2323,139,4,22,19509
2015-03-05,16388,19,1715,136,1,19,18278
2015-03-06,18288,27,1742,141,1,22,20221
2015-03-07,21387,24,786,250,0,20,22467
2015-03-08,17372,18,642,199,1,19,18251
2015-03-09,17444,12,2362,147,0,21,19986
2015-03-10,17433,13,2309,130,3,20,19908
2015-03-11,17073,11,2524,147,4,25,19784
2015-03-12,18911,21,2234,159,1,21,21347
2015-03-13,20811,12,1740,152,2,20,22737
2015-03-14,24813,24,1109,261,2,18,26227
2015-03-15,19905,19,795,158,2,21,20900
2015-03-16,18010,16,2527,138,0,22,20713
2015-03-17,18069,14,2219,144,2,18,20466
2015-03-18,18356,10,2102,155,3,21,20647
2015-03-19,20491,21,2414,166,4,21,23117
2015-03-20,20352,18,1841,189,0,21,22421
2015-03-21,22528,18,806,465,0,19,23836
2015-03-22,17934,16,743,183,2,19,18897
2015-03-23,18639,15,2661,138,6,24,21483
2015-03-24,18022,21,2518,159,2,19,20741
2015-03-25,18673,20,2461,172,1,22,21349
2015-03-26,19918,15,2456,182,1,21,22593
2015-03-27,20145,19,1935,207,4,22,22332
2015-03-28,23545,18,957,296,4,17,24837
2015-03-29,18406,13,755,235,12,24,19445
2015-03-30,20904,16,2633,172,7,24,23756
2015-03-31,19734,18,2741,185,4,20,22702
2015-04-01,22030,15,2495,190,8,23,24761
2015-04-02,24900,21,2012,216,7,25,27181
2015-04-03,24362,19,1265,152,3,24,25825
2015-04-04,23200,20,480,177,0,11,23888
2015-04-05,14885,14,4816,109,1,24,19849
2015-04-06,23877,9,746,198,3,25,24858
2015-04-07,23080,21,2852,197,2,22,26174
2015-04-08,19605,18,2436,216,6,21,22302
2015-04-09,19061,22,2163,187,6,22,21461
2015-04-10,23009,18,1729,242,4,23,25025
2015-04-11,24455,16,1026,344,1,21,25863
2015-04-12,18170,18,469,241,3,23,18924
2015-04-13,17732,18,2500,199,3,22,20474
2015-04-14,19336,18,2483,198,2,22,22059
2015-04-15,19370,18,2475,197,3,21,22084
2015-04-16,20115,16,2499,221,2,23,22876
2015-04-17,22822,22,1913,275,0,24,25056
2015-04-18,24653,20,881,324,0,19,25897
2015-04-19,22049,16,765,234,2,23,23089
2015-04-20,19193,20,3172,201,7,28,22621
2015-04-21,19462,19,2693,190,2,25,22391
2015-04-22,19597,20,2652,217,1,24,22511
2015-04-23,20058,14,2595,204,4,24,22899
2015-04-24,22592,18,2538,260,1,15,25424
2015-04-25,25388,22,949,383,3,24,26769
2015-04-26,19304,9,758,249,5,26,20351
2015-04-27,19896,14,2189,255,4,30,22388
2015-04-28,20679,20,2469,193,7,29,23397
2015-04-29,20516,20,2505,248,7,29,23325
2015-04-30,27137,21,1896,305,3,27,29389
2015-05-01,20701,20,499,339,1,27,21587
2015-05-02,27497,19,619,283,1,28,28447
2015-05-03,22113,19,601,280,4,32,23049
2015-05-04,21553,23,2403,243,9,30,24261
2015-05-05,18653,23,2284,224,12,31,21227
2015-05-06,21623,22,2604,255,4,29,24537
2015-05-07,20853,23,2183,275,5,20,23359
2015-05-08,23105,20,1694,307,5,31,25162
2015-05-09,25478,21,1004,350,1,32,26886
2015-05-10,20702,14,798,214,4,31,21763
2015-05-11,21246,17,2828,283,6,30,24410
2015-05-12,20110,11,2285,270,9,31,22716
2015-05-13,20450,20,2196,217,1,28,22912
2015-05-14,22041,23,2068,287,5,28,24452
2015-05-15,25105,20,2387,304,0,29,27845
2015-05-16,28525,22,969,632,3,31,30182
2015-05-17,21628,19,689,203,2,32,22573
2015-05-18,20541,20,2452,245,6,31,23295
2015-05-19,19491,20,2675,241,3,24,22454
2015-05-20,18714,18,2293,304,2,29,21360
2015-05-21,19960,19,1793,257,3,30,22062
2015-05-22,23086,12,2343,351,2,27,25821
2015-05-23,24813,24,892,364,3,32,26128
2015-05-24,18479,22,636,321,2,32,19492
2015-05-25,24187,12,2487,293,7,30,27016
2015-05-26,20429,15,2824,259,7,29,23563
2015-05-27,19824,18,2524,312,12,28,22718
2015-05-28,20419,14,2564,328,4,30,23359
2015-05-29,21425,19,1690,281,9,30,23454
2015-05-30,23736,17,797,316,4,35,24905
2015-05-31,20101,16,718,274,6,32,21147
2015-06-01,19509,22,2717,243,13,30,22534
2015-06-02,20514,19,2209,267,6,28,23043
2015-06-03,20864,14,2120,278,6,32,23314
2015-06-04,27090,19,1227,326,3,30,28695
2015-06-05,22788,17,1780,395,5,30,25015
2015-06-06,22879,14,988,579,1,32,24493
2015-06-07,26026,10,827,270,8,32,27173
2015-06-08,20265,23,2699,295,5,31,23318
2015-06-09,19433,21,2663,301,10,31,22459
2015-06-10,21096,17,2239,260,5,32,23649
2015-06-11,20502,13,1994,1598,6,31,24144
2015-06-12,23207,23,1828,323,3,30,25414
2015-06-13,26322,18,891,386,1,41,27659
2015-06-14,25856,20,832,283,9,31,27031
2015-06-15,21587,8,2999,299,11,33,24937
2015-06-16,20834,15,2506,313,10,30,23708
2015-06-17,21074,14,2534,346,8,30,24006
2015-06-18,19724,20,2182,306,4,29,22265
2015-06-19,24482,15,2129,374,11,31,27042
2015-06-20,27623,19,1135,387,6,32,29202
2015-06-21,21770,19,857,311,8,34,22999
2015-06-22,25758,15,1846,286,10,35,27950
2015-06-23,20636,15,2404,316,1,31,23403
2015-06-24,23836,18,2600,301,5,30,26790
2015-06-25,25701,18,1332,367,6,32,27456
2015-06-26,23155,21,1947,315,7,33,25478
2015-06-27,24879,23,1049,361,6,36,26354
2015-06-28,22223,18,983,303,9,32,23568
2015-06-29,21642,19,2633,292,14,29,24629
2015-06-30,20575,23,2615,258,11,29,23511
2015-07-01,21516,20,2573,293,12,36,24450
2015-07-02,21055,21,2303,274,2,30,23685
2015-07-03,21719,17,1826,293,5,30,23890
2015-07-04,21437,21,802,260,3,34,22557
2015-07-05,22054,13,782,263,9,32,23153
2015-07-06,20980,19,2705,280,10,30,24024
2015-07-07,19901,23,2428,288,5,34,22679
2015-07-08,19521,20,2328,249,9,31,22158
2015-07-09,23848,18,2196,302,4,33,26401
2015-07-10,24752,18,2135,270,8,33,27216
2015-07-11,24833,22,870,285,6,19,26035
2015-07-12,22203,20,836,241,8,44,23352
2015-07-13,22040,21,2483,290,7,32,24873
2015-07-14,21418,21,2560,298,8,29,24334
2015-07-15,22640,16,2249,274,9,32,25220
2015-07-16,23199,18,2366,266,10,32,25891
2015-07-17,23717,19,1819,294,6,26,25881
2015-07-18,26434,18,709,280,5,32,27478
2015-07-19,22907,18,791,265,8,31,24020
2015-07-20,24168,19,2541,228,9,35,27000
2015-07-21,22099,22,2182,285,13,31,24632
2015-07-22,21737,19,2293,253,4,33,24339
2015-07-23,20121,19,1910,273,7,28,22358
2015-07-24,22885,12,1977,234,8,33,25149
2015-07-25,27555,22,853,369,10,33,28842
2015-07-26,20876,26,609,246,7,32,21796
2015-07-27,21385,16,2351,275,8,41,24076
2015-07-28,20902,24,2454,256,9,31,23676
2015-07-29,20596,20,2059,294,9,28,23006
2015-07-30,23002,24,2244,293,8,31,25602
2015-07-31,22709,16,1602,295,5,35,24662
2015-08-01,27510,21,738,286,11,32,28598
2015-08-02,22884,7,740,265,9,32,23937
2015-08-03,23587,19,2569,236,9,29,26449
2015-08-04,22312,22,2123,252,14,34,24757
2015-08-05,26254,21,1533,268,5,34,28115
2015-08-06,23411,20,1952,247,11,32,25673
2015-08-07,24607,19,1627,289,6,34,26582
2015-08-08,28012,17,989,282,13,34,29347
2015-08-09,24669,21,775,249,10,32,25756
2015-08-10,26559,20,2353,265,14,34,29245
2015-08-11,22543,20,1928,288,7,35,24821
2015-08-12,23595,12,2026,245,10,32,25920
2015-08-13,27045,26,1831,236,8,34,29180
2015-08-14,29536,23,1790,266,6,33,31654
2015-08-15,31107,26,598,341,6,33,32111
2015-08-16,24075,21,737,249,9,33,25124
2015-08-17,23648,22,2272,233,10,32,26217
2015-08-18,24246,25,2136,277,7,33,26724
2015-08-19,22043,20,1818,269,9,31,24190
2015-08-20,22431,20,1866,248,7,31,24603
2015-08-21,25146,18,1991,258,10,29,27452
2015-08-22,28859,22,756,326,12,33,30008
2015-08-23,22790,17,685,304,15,31,23842
2015-08-24,22333,20,2490,276,9,33,25161
2015-08-25,20810,20,2129,265,13,30,23267
2015-08-26,23276,25,2323,295,15,32,25966
2015-08-27,23157,21,2098,285,9,32,25602
2015-08-28,24514,16,1843,249,8,34,26664
2015-08-29,25324,25,869,279,7,31,26535
2015-08-30,26057,19,846,295,11,32,27260
2015-08-31,21850,15,2537,273,9,35,24719
2015-09-01,20288,22,2373,276,7,33,22999
2015-09-02,21151,22,2636,252,9,33,24103
2015-09-03,22391,23,2245,260,10,29,24958
2015-09-04,23794,25,1993,277,8,30,26127
2015-09-05,25032,20,885,287,3,32,26259
2015-09-06,21727,18,726,281,14,34,22800
2015-09-07,20956,21,2925,250,16,33,24201
2015-09-08,20915,24,2502,330,10,32,23813
2015-09-09,22123,21,2543,325,7,36,25055
2015-09-10,22884,23,2260,301,7,30,25505
2015-09-11,25327,24,2004,277,9,28,27669
2015-09-12,27865,21,985,323,5,29,29228
2015-09-13,23288,16,702,331,12,32,24381
2015-09-14,20812,16,2935,287,6,32,24088
2015-09-15,21852,20,2345,277,10,33,24537
2015-09-16,20469,16,2175,307,6,22,22995
2015-09-17,20410,22,2287,300,8,30,23057
2015-09-18,21387,13,2286,273,5,32,23996
2015-09-19,24401,9,917,307,7,36,25677
2015-09-20,20287,11,662,285,19,34,21298
2015-09-21,20784,9,2878,304,15,33,24023
2015-09-22,18578,7,2237,267,6,34,21129
2015-09-23,19164,10,2111,327,5,28,21645
2015-09-24,19483,10,1566,314,5,29,21407
2015-09-25,21453,13,1709,362,5,32,23574
2015-09-26,24024,11,1148,387,3,33,25606
2015-09-27,20173,14,819,329,5,31,21371
2015-09-28,20082,10,2290,313,10,32,22737
2015-09-29,19721,15,2522,287,6,30,22581
2015-09-30,19243,10,2408,295,7,31,21994
2015-10-01,20195,7,2243,254,5,26,22730
2015-10-02,21723,9,1963,297,8,33,24033
2015-10-03,23951,10,1064,376,3,30,25434
2015-10-04,20116,3,841,278,10,29,21277
2015-10-05,20242,17,2519,306,17,28,23129
2015-10-06,18919,17,2552,247,4,29,21768
2015-10-07,21605,10,2868,297,5,31,24816
2015-10-08,29967,9,1786,303,5,30,32100
2015-10-09,23109,14,2082,332,7,29,25573
2015-10-10,20934,16,827,287,14,30,22108
2015-10-11,18525,13,688,309,3,29,19567
2015-10-12,20371,13,2638,247,9,22,23300
2015-10-13,18639,19,2409,237,5,25,21334
2015-10-14,19305,18,2319,245,8,29,21924
2015-10-15,20519,17,2446,234,6,26,23248
2015-10-16,21817,13,1940,286,3,25,24084
2015-10-17,25468,15,965,328,10,26,26812
2015-10-18,19364,9,737,265,34,32,20441
2015-10-19,19424,10,2633,245,8,24,22344
2015-10-20,19104,11,2662,263,3,24,22067
2015-10-21,18950,9,2214,269,5,26,21473
2015-10-22,20246,11,3024,275,2,23,23581
2015-10-23,21117,13,1874,274,4,24,23306
2015-10-24,23710,11,1010,247,2,22,25002
2015-10-25,20432,14,800,264,2,23,21535
2015-10-26,20007,13,2781,176,5,22,23004
2015-10-27,19407,10,2668,205,12,20,22322
2015-10-28,20132,10,2669,246,6,24,23087
2015-10-29,20732,11,2132,179,5,21,23080
2015-10-30,25339,12,2188,186,1,22,27748
2015-10-31,31180,17,871,207,2,17,32294
2015-11-01,25496,15,775,140,1,21,26448
2015-11-02,21655,12,2397,149,9,19,24241
2015-11-03,19228,14,2457,180,4,20,21903
2015-11-04,17855,16,2340,171,1,21,20404
2015-11-05,19611,11,2397,175,5,24,22223
2015-11-06,21874,16,1891,226,3,23,24033
2015-11-07,24863,16,1045,196,2,18,26140
2015-11-08,19707,17,927,164,2,22,20839
2015-11-09,19167,9,2923,155,3,23,22280
2015-11-10,20106,18,2309,164,0,19,22616
2015-11-11,19979,13,2532,510,3,23,23060
2015-11-12,19113,14,2351,142,5,22,21647
2015-11-13,20428,9,1960,185,3,20,22605
2015-11-14,23886,16,861,216,3,17,24999
2015-11-15,20510,12,750,166,4,20,21462
2015-11-16,18019,15,2715,164,4,22,20939
2015-11-17,20396,15,2272,152,2,19,22856
2015-11-18,18715,14,2671,199,4,24,21627
2015-11-19,20487,14,2258,185,3,20,22967
2015-11-20,21786,15,2018,163,5,20,24007
2015-11-21,22548,18,1347,212,2,18,24145
2015-11-22,17841,15,766,195,1,19,18837
2015-11-23,19539,14,2797,143,4,23,22520
2015-11-24,17976,15,2617,124,2,19,20753
2015-11-25,18305,14,2605,157,3,24,21108
2015-11-26,18923,16,2271,169,2,21,21402
2015-11-27,20624,10,1994,161,3,21,22813
2015-11-28,20819,16,783,249,3,16,21886
2015-11-29,17832,14,1021,176,3,23,19069
2015-11-30,18715,17,2187,143,6,22,21090
2015-12-01,19418,13,3032,132,2,19,22616
2015-12-02,19434,13,2426,135,5,24,22037
2015-12-03,19534,12,2316,137,7,17,22023
2015-12-04,20998,14,1978,182,4,21,23197
2015-12-05,21980,19,1038,315,3,17,23372
2015-12-06,16445,13,802,196,2,17,17475
2015-12-07,18633,15,2317,130,1,20,21116
2015-12-08,19408,14,2148,141,4,17,21732
2015-12-09,18143,16,2319,152,7,25,20662
2015-12-10,20126,14,2195,142,4,20,22501
2015-12-11,20991,21,1885,190,5,21,23113
2015-12-12,22755,17,1006,433,4,17,24232
2015-12-13,18209,15,796,227,2,20,19269
2015-12-14,19504,16,2460,131,7,21,22139
2015-12-15,19628,30,2630,132,2,18,22440
2015-12-16,19609,19,2062,132,4,24,21850
2015-12-17,20813,20,2292,159,6,20,23310
2015-12-18,22003,17,1797,181,7,20,24025
2015-12-19,23804,16,1018,361,3,19,25221
2015-12-20,18075,18,830,174,2,18,19117
2015-12-21,22693,16,2854,136,4,18,25721
2015-12-22,23197,19,2301,154,2,18,25691
2015-12-23,23891,19,1787,151,0,21,25869
2015-12-24,19629,27,548,118,1,10,20333
2015-12-25,13162,8,202,71,1,0,13444
2015-12-26,21450,16,277,120,1,17,21881
2015-12-27,18983,12,453,159,3,16,19626
2015-12-28,20285,18,1442,134,6,19,21904
2015-12-29,20307,21,1265,144,6,19,21762
2015-12-30,26814,21,1172,202,4,21,28234
2015-12-31,19646,21,416,192,5,11,20291
2016-01-01,11027,12,124,110,2,9,11284
2016-01-02,27806,14,310,263,0,17,28410
2016-01-03,16527,16,396,190,1,24,17154
2016-01-04,16664,17,1450,110,0,22,18263
2016-01-05,17579,20,1288,127,2,16,19032
2016-01-06,17344,13,796,152,1,23,18329
2016-01-07,16076,15,1126,138,2,20,17377
2016-01-08,19265,21,1173,141,4,20,20624
2016-01-09,23580,21,627,199,3,16,24446
2016-01-10,18342,15,808,145,2,22,19334
2016-01-11,19497,20,2144,157,1,19,21838
2016-01-12,17295,19,2153,127,2,19,19615
2016-01-13,18330,24,1976,159,1,22,20512
2016-01-14,16960,18,2006,144,1,19,19148
2016-01-15,19508,19,1728,140,0,22,21417
2016-01-16,21693,14,1037,175,0,16,22935
2016-01-17,15526,12,808,131,1,22,16500
2016-01-18,16307,18,2358,124,2,19,18828
2016-01-19,17536,14,2098,136,4,17,19805
2016-01-20,17855,17,1803,144,3,22,19844
2016-01-21,18756,19,2187,168,2,18,21150
2016-01-22,18834,15,1739,138,1,19,20746
2016-01-23,21260,19,997,177,0,13,22466
2016-01-24,16099,13,874,136,2,19,17143
2016-01-25,17280,20,2387,143,3,21,19854
2016-01-26,15630,21,2106,117,0,17,17891
2016-01-27,17096,15,2239,141,1,23,19515
2016-01-28,18507,14,2364,148,5,20,21058
2016-01-29,19364,17,1913,159,4,22,21479
2016-01-30,20935,22,830,185,0,17,21989
2016-01-31,16852,12,791,132,2,18,17807
2016-02-01,18475,19,2237,134,4,19,20888
2016-02-02,17796,19,2066,133,2,16,20032
2016-02-03,16080,20,2066,145,2,21,18334
2016-02-04,18658,18,2196,152,3,19,21046
2016-02-05,20534,18,1880,156,6,20,22614
2016-02-06,22713,22,848,198,1,16,23798
2016-02-07,16947,17,842,154,2,21,17983
2016-02-08,19567,18,1906,144,0,20,21655
2016-02-09,18318,14,2357,165,0,17,20871
2016-02-10,17764,18,2346,159,0,22,20309
2016-02-11,19563,11,2158,159,2,20,21913
2016-02-12,21488,18,1933,156,1,21,23617
2016-02-13,22678,22,984,191,0,14,23889
2016-02-14,17890,16,699,136,2,20,18763
2016-02-15,19413,20,2577,140,1,20,22171
2016-02-16,18576,19,2249,125,1,19,20989
2016-02-17,18004,19,2222,160,2,20,20427
2016-02-18,19354,20,2192,146,2,20,21734
2016-02-19,21664,19,1790,157,0,26,23656
2016-02-20,23480,14,844,225,1,17,24581
2016-02-21,18743,16,967,139,4,22,19891
2016-02-22,19056,22,2656,121,2,21,21878
2016-02-23,18752,22,2401,151,2,18,21346
2016-02-24,18823,23,2510,155,5,23,21539
2016-02-25,18941,21,2380,155,4,20,21521
2016-02-26,20644,22,1831,182,3,18,22700
2016-02-27,23573,22,873,174,3,17,24662
2016-02-28,17291,12,848,131,0,21,18303
2016-02-29,18513,22,2448,143,2,19,21147
2016-03-01,18267,21,2346,142,4,19,20799
2016-03-02,19584,18,2239,153,2,23,22019
2016-03-03,19628,17,2253,206,2,21,22127
2016-03-04,20238,14,2001,168,2,20,22443
2016-03-05,23047,17,1014,248,1,18,24345
2016-03-06,17348,15,790,173,1,22,18349
2016-03-07,19713,13,2667,143,2,20,22558
2016-03-08,18962,15,2515,147,4,21,21664
2016-03-09,18660,19,2442,171,3,22,21317
2016-03-10,21479,26,2508,166,3,21,24203
2016-03-11,22056,20,2025,200,2,22,24325
2016-03-12,24855,20,1188,238,1,17,26319
2016-03-13,17942,18,926,199,1,21,19107
2016-03-14,18832,19,2411,159,2,25,21448
2016-03-15,20154,17,2750,169,5,18,23113
2016-03-16,19169,18,2573,160,0,25,21945
2016-03-17,20014,19,2386,181,5,21,22626
2016-03-18,22351,16,1752,196,3,25,24343
2016-03-19,26227,21,840,235,4,17,27344
2016-03-20,20550,9,813,222,11,22,21627
