,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2014-08-08,24991,17,2402,281,17,28,27736
2014-08-09,25866,17,906,301,9,36,27135
2014-08-10,25306,14,408,320,7,33,26088
2014-08-11,24820,21,1938,268,6,31,27084
2014-08-12,23538,23,1989,284,17,32,25883
2014-08-13,22764,20,2152,254,11,31,25232
2014-08-14,26031,20,2133,313,14,33,28544
2014-08-15,25793,17,857,275,9,28,26979
2014-08-16,29632,16,1068,351,15,32,31114
2014-08-17,26041,18,411,319,9,34,26832
2014-08-18,24636,22,1798,350,4,32,26842
2014-08-19,22511,21,2213,253,13,31,25042
2014-08-20,22118,22,1820,256,14,30,24260
2014-08-21,24331,18,2385,277,20,34,27065
2014-08-22,23194,22,2063,300,10,32,25621
2014-08-23,25542,17,1339,304,8,32,27242
2014-08-24,22736,21,443,283,5,30,23518
2014-08-25,22017,17,2011,285,7,31,24368
2014-08-26,19945,24,2038,254,15,31,22307
2014-08-27,20639,22,2134,244,10,31,23080
2014-08-28,21666,17,2363,229,16,31,24322
2014-08-29,22487,20,2246,294,18,31,25096
2014-08-30,23154,19,1056,312,9,38,24588
2014-08-31,22383,15,426,290,6,31,23151
2014-09-01,21307,10,1888,241,6,30,23482
2014-09-02,22024,18,2161,329,5,31,24568
2014-09-03,21891,21,2146,240,12,29,24339
2014-09-04,21155,17,2359,284,7,32,23854
2014-09-05,23345,17,2541,272,14,31,26220
2014-09-06,26409,18,1220,345,6,30,28028
2014-09-07,22717,18,278,290,7,38,23348
2014-09-08,21055,14,2093,303,5,31,23501
2014-09-09,19579,23,2284,267,6,36,22195
2014-09-10,20820,16,2250,303,12,32,23433
2014-09-11,21796,17,2340,273,9,31,24466
2014-09-12,21796,22,2442,306,14,34,24614
2014-09-13,24670,11,1227,367,3,33,26311
2014-09-14,21813,15,361,353,2,28,22572
2014-09-15,21282,20,1759,280,4,33,23378
2014-09-16,19450,18,2444,343,9,32,22296
2014-09-17,19355,14,2337,280,13,31,22030
2014-09-18,20984,18,2494,318,10,33,23857
2014-09-19,22963,18,2582,293,9,30,25895
2014-09-20,25010,16,1462,368,7,30,26893
2014-09-21,20672,19,419,383,4,30,21527
2014-09-22,20934,16,1923,338,10,31,23252
2014-09-23,19562,23,2241,261,3,28,22118
2014-09-24,21194,21,2598,335,17,30,24195
2014-09-25,20601,16,2534,292,10,29,23482
2014-09-26,21932,18,2745,325,10,30,25060
2014-09-27,25088,20,1728,351,6,33,27226
2014-09-28,21963,14,373,379,14,30,22773
2014-09-29,19743,16,2079,275,4,30,22147
2014-09-30,19188,20,2445,270,8,30,21961
2014-10-01,20233,17,2299,249,11,29,22838
2014-10-02,22278,20,2612,248,15,30,25203
2014-10-03,22715,23,2514,306,5,30,25593
2014-10-04,23682,15,1220,314,2,31,25264
2014-10-05,22487,14,409,418,2,31,23361
2014-10-06,20282,21,2354,246,3,28,22934
2014-10-07,19133,12,2382,270,4,32,21833
2014-10-08,27768,13,1582,333,8,27,29731
2014-10-09,20530,23,2210,257,8,29,23057
2014-10-10,23036,18,2675,304,8,27,26068
2014-10-11,24656,15,1303,366,4,27,26371
2014-10-12,23755,20,494,445,11,30,24755
2014-10-13,19818,18,1836,250,5,22,21949
2014-10-14,19586,21,2166,227,5,27,22032
2014-10-15,20623,15,2803,276,7,28,23752
2014-10-16,20753,15,2182,256,4,29,23239
2014-10-17,22677,21,2280,244,3,29,25254
2014-10-18,25289,15,1524,327,3,26,27184
2014-10-19,21850,17,460,393,4,26,22750
2014-10-20,19657,15,1799,273,2,25,21771
2014-10-21,19292,23,2457,239,6,24,22041
2014-10-22,19437,21,2549,267,3,27,22304
2014-10-23,18879,18,1763,251,2,24,20937
2014-10-24,20908,19,2326,199,2,26,23480
2014-10-25,23124,22,1432,303,3,22,24906
2014-10-26,21218,15,428,371,1,23,22056
2014-10-27,19362,18,1916,223,1,23,21543
2014-10-28,18780,16,2094,213,3,17,21123
2014-10-29,20361,14,2229,204,7,22,22837
2014-10-30,21445,20,2695,205,5,22,24392
2014-10-31,21760,21,1831,208,10,24,23854
2014-11-01,28543,21,708,154,4,17,29447
2014-11-02,26683,17,393,171,2,20,27286
2014-11-03,21138,18,2136,177,7,23,23499
2014-11-04,18791,19,2562,163,2,19,21556
2014-11-05,18291,18,2269,173,0,22,20773
2014-11-06,20136,20,2186,192,1,21,22556
2014-11-07,22545,20,2837,198,1,25,25626
2014-11-08,22581,20,1421,235,3,15,24275
2014-11-09,20762,15,385,263,1,20,21446
2014-11-10,19352,20,1965,178,3,24,21542
2014-11-11,18742,20,2395,178,2,18,21355
2014-11-12,18854,19,2457,153,1,25,21509
2014-11-13,18279,18,2556,131,3,20,21007
2014-11-14,21122,20,2182,156,6,23,23509
2014-11-15,23480,17,1542,245,4,17,25305
2014-11-16,19652,18,421,220,4,19,20334
2014-11-17,18818,15,1883,197,2,24,20939
2014-11-18,18328,17,2132,156,1,18,20652
2014-11-19,19101,20,2411,179,6,22,21739
2014-11-20,19643,14,2458,175,4,22,22316
2014-11-21,21688,18,2370,166,5,21,24268
2014-11-22,22296,17,1290,218,6,17,23844
2014-11-23,18781,9,374,218,4,20,19406
2014-11-24,18563,15,2186,163,5,21,20953
2014-11-25,17863,24,2486,146,5,18,20542
2014-11-26,18598,17,2265,194,3,22,21099
2014-11-27,18818,14,2783,185,7,21,21828
2014-11-28,21098,24,2891,192,6,21,24232
2014-11-29,19939,18,1422,234,4,16,21633
2014-11-30,17801,19,317,238,4,20,18399
2014-12-01,17925,16,2063,151,5,22,20182
2014-12-02,17758,21,2464,164,6,18,20431
2014-12-03,18236,21,2316,152,4,19,20748
2014-12-04,18712,18,2198,165,4,22,21119
2014-12-05,20878,17,2446,170,6,24,23541
2014-12-06,19379,22,1548,308,8,17,21282
2014-12-07,17498,15,395,273,3,21,18205
2014-12-08,17965,17,1657,165,5,22,19831
2014-12-09,17585,21,2574,141,5,3,20329
2014-12-10,18465,19,2686,138,3,3,21314
2014-12-11,18981,20,2640,137,3,21,21802
2014-12-12,19923,24,2440,185,7,21,22600
2014-12-13,22549,19,1639,413,3,16,24639
2014-12-14,18550,22,426,384,3,17,19402
2014-12-15,19634,21,2388,163,5,19,22230
2014-12-16,18581,22,2229,145,4,17,20998
2014-12-17,20003,21,2691,129,5,21,22870
2014-12-18,20870,19,2556,169,2,20,23636
2014-12-19,23424,21,2691,169,7,23,26335
2014-12-20,22549,23,1336,344,6,17,24275
2014-12-21,20269,18,462,285,3,20,21057
2014-12-22,23293,20,2142,179,4,23,25661
2014-12-23,23682,21,2344,161,5,19,26232
2014-12-24,19057,21,1139,133,2,14,20366
2014-12-25,12783,8,189,59,0,0,13039
2014-12-26,19317,13,358,117,1,17,19823
2014-12-27,23901,22,604,129,6,13,24675
2014-12-28,11737,16,203,132,2,19,12109
2014-12-29,15982,19,1038,194,5,22,17260
2014-12-30,19836,19,1302,199,4,22,21382
2014-12-31,14248,21,669,134,1,15,15088
2015-01-01,9767,7,121,136,0,10,10041
2015-01-02,17642,17,610,253,1,25,18548
2015-01-03,17237,23,413,161,3,18,17855
2015-01-04,15558,14,248,154,0,21,15995
2015-01-05,17512,13,763,144,0,24,18456
2015-01-06,18995,19,626,144,1,19,19804
2015-01-07,16162,16,1127,111,0,21,17437
2015-01-08,17312,19,1400,133,1,21,18886
2015-01-09,19614,24,1664,137,0,16,21455
2015-01-10,28133,23,1107,225,4,14,29506
2015-01-11,18385,12,309,210,1,20,18937
2015-01-12,15055,17,1756,139,2,18,16987
2015-01-13,17108,18,1855,128,5,19,19133
2015-01-14,15765,22,1835,149,0,24,17795
2015-01-15,17567,19,1810,125,2,22,19545
2015-01-16,18323,15,2044,133,1,21,20537
2015-01-17,20791,15,981,152,1,17,21957
2015-01-18,17484,17,329,164,2,16,18012
2015-01-19,17046,16,1787,156,1,22,19028
2015-01-20,16470,10,1905,119,3,20,18527
2015-01-21,16199,21,1930,115,2,21,18288
2015-01-22,17032,12,2268,122,0,23,19457
2015-01-23,18266,16,2127,160,0,18,20587
2015-01-24,18615,10,1122,194,1,20,19962
2015-01-25,14914,20,315,130,0,21,15400
2015-01-26,16033,12,1659,135,1,23,17863
2015-01-27,15978,15,2086,142,4,19,18244
2015-01-28,15642,10,2107,137,2,19,17917
2015-01-29,15651,21,2059,143,0,23,17897
2015-01-30,16874,20,2265,148,0,21,19328
2015-01-31,18576,14,1080,172,2,16,19860
2015-02-01,14314,13,429,163,0,20,14939
2015-02-02,15993,12,1653,137,1,23,17819
2015-02-03,16539,15,2040,137,3,20,18754
2015-02-04,14673,17,2016,132,0,19,16857
2015-02-05,14985,16,1832,126,3,21,16983
2015-02-06,11490,17,1043,123,1,23,12697
2015-02-07,14597,17,1137,148,2,17,15918
2015-02-08,14024,8,375,164,3,21,14595
2015-02-09,15019,12,1740,145,1,21,16938
2015-02-10,14604,22,1861,116,3,22,16628
2015-02-11,16519,20,2110,150,2,22,18823
2015-02-12,17993,17,2190,139,0,22,20361
2015-02-13,19619,21,2203,162,1,23,22029
2015-02-14,20747,18,1234,205,4,15,22223
2015-02-15,18643,17,446,236,1,21,19364
2015-02-16,17374,19,1923,139,0,22,19477
2015-02-17,16989,21,2059,121,3,18,19211
2015-02-18,16135,21,2178,125,2,21,18482
2015-02-19,18106,22,2325,154,1,22,20630
2015-02-20,19715,19,2401,148,4,20,22307
2015-02-21,20499,19,1237,190,2,16,21963
2015-02-22,16321,13,398,324,0,20,17076
2015-02-23,17326,20,1916,144,1,24,19431
2015-02-24,16563,14,2216,138,6,16,18953
2015-02-25,17280,19,2378,138,3,21,19839
2015-02-26,17007,16,2515,132,2,21,19693
2015-02-27,19892,19,2576,157,3,22,22669
2015-02-28,20503,21,1321,186,4,14,22049
2015-03-01,18089,18,498,182,0,19,18806
2015-03-02,17190,15,1971,119,4,23,19322
2015-03-03,17240,15,2454,150,4,18,19881
2015-03-04,16829,12,2488,151,4,20,19504
2015-03-05,16410,17,2196,142,1,22,18788
2015-03-06,17787,23,2204,146,0,21,20181
2015-03-07,21052,19,1215,258,0,17,22561
2015-03-08,17963,15,326,255,1,21,18581
2015-03-09,17774,10,2200,170,1,22,20177
2015-03-10,17720,14,2380,156,3,16,20289
2015-03-11,17596,11,2509,155,6,23,20300
2015-03-12,18846,18,2493,175,0,21,21553
2015-03-13,20346,20,2601,159,6,23,23155
2015-03-14,24051,21,1348,250,5,15,25690
2015-03-15,20379,13,536,217,1,21,21167
2015-03-16,17922,14,2192,165,0,22,20315
2015-03-17,17917,14,2540,163,3,17,20654
2015-03-18,18016,9,2263,161,2,21,20472
2015-03-19,20644,21,2613,157,4,19,23458
2015-03-20,20288,17,2557,172,2,22,23058
2015-03-21,22275,16,1286,251,2,17,23847
2015-03-22,18861,16,410,216,0,22,19525
2015-03-23,18824,15,2357,182,5,23,21406
2015-03-24,17326,14,2441,192,4,19,19996
2015-03-25,18752,15,2572,156,2,20,21517
2015-03-26,19932,17,2600,163,1,21,22734
2015-03-27,21509,18,2521,194,4,20,24266
2015-03-28,24018,18,1440,258,3,16,25753
2015-03-29,19763,10,461,293,2,25,20554
2015-03-30,21058,14,2227,203,4,23,23529
2015-03-31,20650,16,2788,193,16,21,23684
2015-04-01,22701,12,2794,206,6,24,25743
2015-04-02,25246,16,2772,228,3,25,28290
2015-04-03,28122,17,1966,180,9,23,30317
2015-04-04,21863,15,833,217,1,11,22940
2015-04-05,15466,13,133,143,1,24,15780
2015-04-06,35721,9,460,207,0,25,36422
2015-04-07,22119,19,2115,201,2,20,24476
2015-04-08,19403,15,2462,223,5,22,22130
2015-04-09,18759,16,2700,177,4,22,21678
2015-04-10,22227,14,2410,230,6,23,24910
2015-04-11,22660,15,1339,216,2,24,24256
2015-04-12,19132,13,337,301,2,25,19810
2015-04-13,17846,15,1962,204,2,21,20050
2015-04-14,19353,16,2566,203,3,22,22163
2015-04-15,18941,16,2414,202,4,24,21601
2015-04-16,20497,17,2891,211,5,26,23647
2015-04-17,22023,15,2789,270,4,21,25122
2015-04-18,23904,17,1410,313,1,20,25665
2015-04-19,21937,16,456,293,14,23,22739
2015-04-20,19443,17,2516,260,2,25,22263
2015-04-21,18672,15,2633,198,2,23,21543
2015-04-22,19598,16,2688,237,3,27,22569
2015-04-23,20363,11,2660,234,6,26,23300
2015-04-24,22812,17,3103,286,8,19,26245
2015-04-25,25152,20,1459,365,1,24,27021
2015-04-26,22751,6,469,348,2,25,23601
2015-04-27,19059,17,1654,238,3,29,21000
2015-04-28,20477,18,2474,228,2,30,23229
2015-04-29,20333,19,2799,278,2,28,23459
2015-04-30,27079,19,2996,297,9,29,30429
2015-05-01,18869,17,636,321,5,29,19877
2015-05-02,25522,18,1043,311,5,31,26930
2015-05-03,24699,16,618,460,2,29,25824
2015-05-04,20589,18,1962,278,5,30,22882
2015-05-05,18170,25,2300,241,4,29,20769
2015-05-06,20977,19,2606,272,5,30,23909
2015-05-07,21271,19,2624,271,12,18,24215
2015-05-08,22785,14,2519,280,9,36,25643
2015-05-09,24739,18,1384,303,2,30,26476
2015-05-10,21396,14,521,311,4,31,22277
2015-05-11,20721,13,2378,286,9,30,23437
2015-05-12,19821,8,2522,283,5,31,22670
2015-05-13,21830,18,2489,296,5,30,24668
2015-05-14,23307,20,2523,254,8,30,26142
2015-05-15,23947,18,2788,325,6,31,27115
2015-05-16,27020,22,1388,628,3,30,29091
2015-05-17,21191,15,469,301,1,33,22010
2015-05-18,20112,18,1963,301,2,31,22427
2015-05-19,19482,19,2734,281,4,23,22543
2015-05-20,19029,16,2475,303,5,31,21859
2015-05-21,20181,15,2107,252,6,29,22590
2015-05-22,24364,10,2684,310,1,29,27398
2015-05-23,24129,23,1411,361,5,34,25963
2015-05-24,20592,18,533,421,3,35,21602
2015-05-25,21967,11,1691,316,2,29,24016
2015-05-26,19307,15,2493,302,6,29,22152
2015-05-27,19327,18,2477,337,7,28,22194
2015-05-28,20174,11,2872,326,5,29,23417
2015-05-29,22728,15,2558,307,14,32,25654
2015-05-30,23021,16,1383,341,6,37,24804
2015-05-31,21675,12,477,289,2,30,22485
2015-06-01,20053,18,2112,315,5,31,22534
2015-06-02,19238,16,2257,285,6,30,21832
2015-06-03,21138,11,2376,343,8,30,23906
2015-06-04,25664,16,1543,300,4,33,27560
2015-06-05,22437,14,2484,328,9,31,25303
2015-06-06,22509,12,1346,583,4,30,24484
2015-06-07,22270,11,531,430,5,33,23280
2015-06-08,20248,18,2253,318,2,30,22869
2015-06-09,19774,19,2731,295,5,34,22858
2015-06-10,20361,14,2433,308,12,30,23158
2015-06-11,21420,10,2588,281,9,33,24341
2015-06-12,23575,20,2655,296,5,31,26582
2015-06-13,26479,17,1270,383,4,34,28187
2015-06-14,25005,15,533,300,5,31,25889
2015-06-15,21869,4,2428,289,4,30,24624
2015-06-16,20493,14,2769,280,5,32,23593
2015-06-17,21425,14,2627,343,8,27,24444
2015-06-18,19577,14,2495,281,13,31,22411
2015-06-19,24470,11,3083,368,10,31,27973
2015-06-20,25800,17,1658,355,3,32,27865
2015-06-21,20661,16,444,341,5,34,21501
2015-06-22,27900,12,1493,365,9,34,29813
2015-06-23,19953,13,2415,327,5,31,22744
2015-06-24,23999,17,2761,310,10,30,27127
2015-06-25,26218,15,1662,351,5,33,28284
2015-06-26,22716,19,2322,295,10,37,25399
2015-06-27,24647,22,1403,329,4,32,26437
2015-06-28,28551,12,571,363,5,30,29532
2015-06-29,21554,14,2047,280,6,29,23930
2015-06-30,20121,18,2541,287,2,32,23001
2015-07-01,21514,18,2690,289,15,30,24556
2015-07-02,21392,17,2645,263,3,32,24352
2015-07-03,23017,16,2927,269,11,39,26279
2015-07-04,22198,15,1337,274,5,34,23863
2015-07-05,23364,12,428,286,9,30,24129
2015-07-06,21554,15,2242,295,5,27,24138
2015-07-07,19740,19,2264,289,11,35,22358
2015-07-08,20263,15,2023,271,10,28,22610
2015-07-09,24331,15,2229,295,8,33,26911
2015-07-10,26321,17,3164,265,10,33,29810
2015-07-11,25560,18,1391,309,4,22,27304
2015-07-12,23844,18,423,257,10,48,24600
2015-07-13,22581,18,2029,236,6,33,24903
2015-07-14,21980,18,2446,277,11,33,24765
2015-07-15,23680,13,2189,253,8,31,26174
2015-07-16,23972,12,2580,278,9,34,26885
2015-07-17,25167,17,2657,245,12,29,28127
2015-07-18,27873,17,1292,297,7,32,29518
2015-07-19,24210,16,722,306,6,29,25289
2015-07-20,24244,15,1893,257,7,32,26448
2015-07-21,23151,21,2317,258,6,30,25783
2015-07-22,21319,18,2256,261,6,34,23894
2015-07-23,20532,16,2208,269,10,25,23060
2015-07-24,23049,9,2458,262,7,34,25819
2015-07-25,29172,18,1287,307,10,34,30828
2015-07-26,23360,19,425,315,6,33,24158
2015-07-27,22316,12,1828,270,4,39,24469
2015-07-28,20770,20,2383,279,5,29,23486
2015-07-29,20642,18,2176,257,11,27,23131
2015-07-30,23629,21,2416,289,10,30,26395
2015-07-31,23873,16,2275,272,7,34,26477
2015-08-01,28664,17,1349,297,8,32,30367
2015-08-02,25091,6,414,292,4,33,25840
2015-08-03,24518,18,1839,228,6,27,26636
2015-08-04,22607,18,2187,257,8,31,25108
2015-08-05,26600,15,1609,256,6,33,28519
2015-08-06,23108,19,2066,263,7,32,25495
2015-08-07,24695,15,2339,286,11,37,27383
2015-08-08,29444,16,1481,431,14,33,31419
2015-08-09,24516,17,429,278,9,31,25280
2015-08-10,26181,18,2158,255,10,31,28653
2015-08-11,21996,15,1824,300,9,32,24176
2015-08-12,22722,10,2123,268,7,31,25161
2015-08-13,24903,20,2038,252,10,31,27254
2015-08-14,25501,19,2391,254,14,31,28210
2015-08-15,28771,18,995,356,8,32,30180
2015-08-16,27167,15,495,258,7,32,27974
2015-08-17,24682,18,1900,268,10,30,26908
2015-08-18,23391,20,2229,300,7,34,25981
2015-08-19,22066,15,1921,218,8,33,24261
2015-08-20,21882,19,2040,274,12,31,24258
2015-08-21,23911,18,2459,234,10,31,26663
2015-08-22,25549,19,1111,374,12,33,27098
2015-08-23,22038,18,437,297,6,31,22827
2015-08-24,21456,18,2046,242,7,32,23801
2015-08-25,20299,19,2084,276,11,31,22720
2015-08-26,21928,18,2437,246,16,33,24678
2015-08-27,21845,18,2059,261,13,33,24229
2015-08-28,21837,16,2335,248,12,31,24479
2015-08-29,24301,16,1389,265,7,32,26010
2015-08-30,23910,14,529,283,4,30,24770
2015-08-31,20721,15,2044,268,6,35,23089
2015-09-01,20578,19,2244,268,4,32,23145
2015-09-02,20423,15,2481,239,11,32,23201
2015-09-03,21795,23,2707,256,12,31,24824
2015-09-04,22754,22,2691,253,14,29,25763
2015-09-05,23843,18,1369,288,2,36,25556
2015-09-06,22039,14,468,279,5,32,22837
2015-09-07,21773,19,2323,249,12,31,24407
2015-09-08,20987,22,2524,292,11,33,23869
2015-09-09,21909,17,2638,299,9,31,24903
2015-09-10,22717,17,2461,269,15,32,25511
2015-09-11,23565,21,3475,291,14,33,27399
2015-09-12,26092,18,1413,295,5,39,27862
2015-09-13,24082,10,463,317,6,30,24908
2015-09-14,20581,12,2228,296,3,30,23150
2015-09-15,22000,17,2481,296,7,34,24835
2015-09-16,20311,12,2398,260,11,25,23017
2015-09-17,20618,16,2543,254,12,32,23475
2015-09-18,21279,12,2887,254,8,27,24467
2015-09-19,23561,8,1452,330,7,39,25397
2015-09-20,21653,9,494,313,12,33,22514
2015-09-21,19815,7,2184,276,5,34,22321
2015-09-22,18459,6,2250,257,8,27,21007
2015-09-23,18907,8,2360,317,10,32,21634
2015-09-24,20044,11,2040,270,12,30,22407
2015-09-25,20813,9,2459,305,14,33,23633
2015-09-26,23315,9,1389,321,7,38,25079
2015-09-27,23324,12,448,402,3,21,24210
2015-09-28,19812,9,2034,261,3,28,22147
2015-09-29,18879,15,2651,239,5,30,21819
2015-09-30,19307,9,2563,302,9,28,22218
2015-10-01,20749,5,2221,282,10,29,23296
2015-10-02,21771,9,2627,272,7,30,24716
2015-10-03,22874,8,1367,311,5,30,24595
2015-10-04,20862,4,480,305,1,30,21682
2015-10-05,19559,14,2037,289,3,28,21930
2015-10-06,17870,15,2510,241,6,26,20668
2015-10-07,20183,10,2532,247,6,29,23007
2015-10-08,27931,10,2061,255,2,30,30289
2015-10-09,22424,11,2740,278,10,27,25490
2015-10-10,22443,16,1431,337,7,29,24263
2015-10-11,21690,10,471,357,9,29,22566
2015-10-12,20313,12,1840,238,8,105,22516
2015-10-13,18460,16,2336,219,15,26,21072
2015-10-14,18830,16,2389,224,5,30,21494
2015-10-15,21163,14,2579,210,6,23,23995
2015-10-16,20951,8,2700,264,6,27,23956
2015-10-17,24269,15,1405,287,6,23,26005
2015-10-18,19569,6,463,292,0,27,20357
2015-10-19,18580,11,2069,253,5,25,20943
2015-10-20,18621,9,2481,206,5,23,21345
2015-10-21,18797,8,2082,233,3,25,21148
2015-10-22,20973,10,3103,261,5,23,24375
2015-10-23,22418,10,2362,245,3,23,25061
2015-10-24,22738,11,1380,239,3,20,24391
2015-10-25,21972,11,596,290,1,21,22891
2015-10-26,18122,11,2102,174,2,24,20435
2015-10-27,18278,11,2584,180,6,17,21076
2015-10-28,19636,9,2742,195,6,21,22609
2015-10-29,20776,11,2622,177,12,21,23619
2015-10-30,22622,11,2955,195,32,25,25840
2015-10-31,27059,15,1267,196,5,14,28556
2015-11-01,29054,13,536,148,0,18,29769
2015-11-02,22505,16,1929,159,1,19,24629
2015-11-03,19999,11,2170,165,6,17,22368
2015-11-04,18469,15,2293,148,1,21,20947
2015-11-05,19665,12,2607,153,3,21,22461
2015-11-06,21885,15,2600,188,3,21,24712
2015-11-07,23910,15,1479,180,3,14,25601
2015-11-08,21035,16,531,157,0,20,21759
2015-11-09,18643,10,2312,170,0,23,21158
2015-11-10,19379,15,2376,144,1,15,21930
2015-11-11,19748,13,2553,158,6,20,22498
2015-11-12,19050,15,2380,139,3,21,21608
2015-11-13,20447,8,2520,156,3,24,23158
2015-11-14,22267,15,1257,189,4,16,23748
2015-11-15,21616,12,436,192,2,20,22278
2015-11-16,18401,15,1990,136,2,22,20566
2015-11-17,19874,12,2529,152,3,18,22588
2015-11-18,18085,14,2600,206,5,24,20934
2015-11-19,20356,14,2613,161,4,20,23168
2015-11-20,21974,12,2908,130,5,24,25053
2015-11-21,21331,17,1501,189,2,16,23056
2015-11-22,18144,14,483,197,0,19,18857
2015-11-23,19467,15,2193,171,4,23,21873
2015-11-24,17566,16,2586,123,3,18,20312
2015-11-25,18667,14,2737,133,2,24,21577
2015-11-26,19528,15,2555,168,1,20,22287
2015-11-27,20461,9,2647,156,3,23,23299
2015-11-28,20344,18,1370,224,5,17,21978
2015-11-29,17810,15,490,197,2,23,18537
2015-11-30,18270,15,1962,143,4,24,20418
2015-12-01,18864,15,2330,123,4,18,21354
2015-12-02,19067,16,2056,142,2,22,21305
2015-12-03,19669,13,2343,119,4,20,22168
2015-12-04,21489,14,2511,140,2,20,24176
2015-12-05,22909,18,1396,282,5,13,24623
2015-12-06,18279,11,462,294,1,19,19066
2015-12-07,17989,13,2004,150,1,21,20178
2015-12-08,18295,11,2055,126,5,17,20509
2015-12-09,18404,12,2464,130,4,23,21037
2015-12-10,19293,12,2528,134,3,20,21990
2015-12-11,20468,14,2571,158,3,20,23234
2015-12-12,23015,14,1517,362,4,13,24925
2015-12-13,19142,17,400,342,0,20,19921
2015-12-14,18840,14,2057,138,4,24,21077
2015-12-15,19075,21,2395,136,6,16,21649
2015-12-16,20313,17,2509,118,4,22,22983
2015-12-17,20686,19,2536,137,3,18,23399
2015-12-18,21805,13,2564,159,8,24,24573
2015-12-19,26010,20,1530,310,6,14,27890
2015-12-20,18617,18,462,297,3,19,19416
2015-12-21,22607,13,2179,149,4,18,24970
2015-12-22,23384,15,2593,149,5,16,26162
2015-12-23,23812,12,2521,161,1,20,26527
2015-12-24,20865,21,1021,126,1,12,22046
2015-12-25,13722,4,274,74,0,0,14074
2015-12-26,20187,13,251,98,1,14,20564
2015-12-27,20737,8,351,137,1,16,21250
2015-12-28,19974,15,1253,128,3,20,21393
2015-12-29,20279,16,1392,151,4,17,21859
2015-12-30,24215,17,1340,195,4,21,25792
2015-12-31,16922,16,544,123,6,13,17624
2016-01-01,11287,11,137,85,1,9,11530
2016-01-02,20422,11,317,231,0,17,20998
2016-01-03,13944,16,259,185,0,23,14427
2016-01-04,14652,15,976,118,0,23,15784
2016-01-05,15879,17,1193,128,2,17,17236
2016-01-06,14810,11,830,142,1,24,15818
2016-01-07,15552,12,1231,142,0,19,16956
2016-01-08,18531,17,1445,129,2,21,20145
2016-01-09,22970,20,812,225,2,12,24041
2016-01-10,18361,14,344,169,1,21,18910
2016-01-11,18508,18,1474,150,0,22,20172
2016-01-12,16765,17,1984,129,3,17,18915
2016-01-13,17314,20,2007,130,1,16,19488
2016-01-14,16996,16,2095,123,0,21,19251
2016-01-15,19290,15,2212,148,1,22,21688
2016-01-16,20985,11,1317,160,1,14,22488
2016-01-17,15929,11,307,239,0,22,16508
2016-01-18,16559,18,1800,119,1,21,18518
2016-01-19,17075,16,2121,127,3,18,19360
2016-01-20,17348,14,2150,130,7,21,19670
2016-01-21,18771,17,2337,138,1,17,21281
2016-01-22,18986,15,2404,139,1,22,21567
2016-01-23,20679,17,1378,168,1,15,22258
2016-01-24,17407,11,387,146,2,21,17974
2016-01-25,16906,19,2024,145,3,21,19118
2016-01-26,15631,16,2029,120,1,16,17813
2016-01-27,16839,14,2482,128,1,23,19487
2016-01-28,18272,17,2543,135,2,20,20989
2016-01-29,19552,17,2546,142,4,22,22283
2016-01-30,20281,18,1149,190,1,14,21653
2016-01-31,17074,11,437,161,1,17,17701
2016-02-01,17254,21,1997,132,1,21,19426
2016-02-02,17529,16,2099,120,2,16,19782
2016-02-03,16516,14,2007,123,1,18,18679
2016-02-04,18711,15,2542,119,2,22,21411
2016-02-05,20177,17,2483,166,4,21,22868
2016-02-06,22510,17,1374,175,2,18,24096
2016-02-07,18494,13,345,206,2,20,19080
2016-02-08,18340,17,1695,149,0,21,20222
2016-02-09,17436,8,2353,134,1,14,19946
2016-02-10,17780,15,2255,144,0,21,20215
2016-02-11,20078,13,2577,140,1,19,22828
2016-02-12,20846,15,2562,133,0,21,23577
2016-02-13,21934,19,1314,162,2,14,23445
2016-02-14,18883,16,328,188,0,19,19434
2016-02-15,19811,15,1964,130,0,23,21943
2016-02-16,18640,15,2109,132,2,18,20916
2016-02-17,17806,12,2321,142,1,20,20302
2016-02-18,19447,19,2703,145,2,17,22333
2016-02-19,21701,17,2860,142,1,24,24745
2016-02-20,22953,17,1343,184,3,16,24516
2016-02-21,19269,15,488,175,1,17,19965
2016-02-22,18835,21,1936,139,1,22,20954
2016-02-23,18361,17,2383,136,4,17,20918
2016-02-24,18781,18,2560,127,3,22,21511
2016-02-25,19026,19,2576,130,3,18,21772
2016-02-26,20859,18,2666,171,5,20,23739
2016-02-27,22445,23,1213,156,5,14,23856
2016-02-28,18516,26,438,176,0,20,19176
2016-02-29,18153,16,1855,138,3,20,20185
2016-03-01,18129,19,2256,136,2,18,20560
2016-03-02,19266,16,2319,135,3,20,21759
2016-03-03,19067,16,2676,148,2,19,21928
2016-03-04,19531,13,2562,140,4,22,22272
2016-03-05,22620,19,1591,228,3,17,24478
2016-03-06,18485,9,348,202,0,21,19065
2016-03-07,19274,14,2125,129,3,23,21568
2016-03-08,18098,15,2546,132,6,20,20817
2016-03-09,18659,20,2737,151,2,21,21590
2016-03-10,21315,26,2626,158,1,22,24148
2016-03-11,22212,19,3004,173,3,24,25435
2016-03-12,24394,16,1567,201,2,15,26195
2016-03-13,19011,15,369,226,0,18,19639
2016-03-14,19119,18,2215,163,1,24,21540
2016-03-15,19673,19,2298,159,8,17,22174
